CODE2,CODE1,CODEBASE,A0A4_CNT,A5A9_CNT,A10A14_CNT,A15A19_CNT,A20A24_CNT,A25A29_CNT,A30A34_CNT,A35A39_CNT,A40A44_CNT,A45A49_CNT,A50A54_CNT,A55A59_CNT,A60A64_CNT,A65A69_CNT,A70A74_CNT,A75A79_CNT,A80A84_CNT,A85A89_CNT,A90A94_CNT,A95A99_CNT,A100UP_5_CNT,INFO_TIME
A6402-55,A6402-55-001,A6402-0582-00,3,4,6,8,12,5,6,11,15,14,18,8,12,16,10,2,2,4,1,0,0,107Y06M
A6402-55,A6402-55-001,A6402-0584-00,2,3,1,3,4,4,3,2,6,7,6,5,5,11,6,2,0,1,1,0,0,107Y06M
A6402-55,A6402-55-002,A6402-0583-00,6,4,3,15,18,18,14,18,17,20,23,18,27,21,11,10,3,2,1,1,0,107Y06M
A6402-55,A6402-55-003,A6402-0580-00,20,5,10,17,20,21,27,31,21,25,15,26,30,23,12,12,12,1,1,0,0,107Y06M
A6402-55,A6402-55-003,A6402-0588-00,0,1,0,2,6,2,5,3,6,6,7,4,7,2,2,3,1,2,0,0,0,107Y06M
A6402-55,A6402-55-004,A6402-0585-00,7,8,4,10,12,12,15,14,18,12,11,12,8,17,4,7,5,0,0,0,0,107Y06M
A6402-55,A6402-55-004,A6402-0587-00,7,8,3,10,14,7,11,14,15,14,18,14,16,10,6,5,1,1,0,0,0,107Y06M
A6402-55,A6402-55-005,A6402-0589-00,5,6,8,12,17,8,13,37,16,17,15,18,27,24,12,3,6,1,1,0,0,107Y06M
A6402-55,A6402-55-005,A6402-0597-00,0,0,0,0,2,2,2,0,1,4,3,3,1,0,4,3,0,0,0,0,0,107Y06M
A6402-55,A6402-55-006,A6402-0591-00,4,2,12,7,13,5,8,11,11,11,10,14,15,18,5,2,1,1,3,0,0,107Y06M
A6402-55,A6402-55-006,A6402-0593-00,7,3,0,5,13,7,10,15,8,8,6,6,15,10,7,3,2,2,0,0,0,107Y06M
A6402-55,A6402-55-007,A6402-0592-00,7,5,6,13,2,14,14,13,18,16,16,12,13,21,6,9,8,2,0,0,0,107Y06M
A6402-55,A6402-55-007,A6402-0594-00,4,1,1,5,5,12,8,7,13,16,6,10,7,7,7,8,3,3,0,0,0,107Y06M
A6402-55,A6402-55-008,A6402-0596-00,8,7,8,12,7,16,12,14,13,22,23,18,20,10,14,9,2,1,2,2,0,107Y06M
A6402-56,A6402-56-001,A6402-0558-00,6,1,1,8,4,6,11,7,9,2,6,9,8,10,3,3,3,0,1,0,0,107Y06M
A6402-56,A6402-56-002,A6402-0599-00,9,8,7,8,11,18,25,22,29,26,28,33,33,31,11,14,10,4,2,0,0,107Y06M
A6402-56,A6402-56-003,A6402-0600-00,10,4,4,3,13,11,10,16,15,12,17,7,14,9,12,7,4,3,0,0,1,107Y06M
A6402-56,A6402-56-004,A6402-0590-00,2,2,6,8,8,8,5,11,12,7,6,14,9,8,4,2,0,2,1,1,0,107Y06M
A6402-56,A6402-56-004,A6402-0603-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107Y06M
A6403-01,A6403-01-001,A6403-0001-00,5,18,16,12,7,8,10,13,17,12,8,12,15,6,12,4,3,1,0,0,0,107Y06M
A6403-01,A6403-01-001,A6403-0002-00,7,15,12,11,9,17,22,13,17,11,16,18,18,12,8,11,4,2,2,0,0,107Y06M
A6403-01,A6403-01-002,A6403-0003-00,5,7,8,11,19,18,12,20,18,20,24,13,17,19,6,6,2,3,3,0,0,107Y06M
A6403-01,A6403-01-003,A6403-0004-00,13,12,15,17,20,18,20,26,29,23,36,27,20,29,19,13,7,6,2,1,0,107Y06M
A6403-01,A6403-01-004,A6403-0005-00,15,7,10,12,13,16,29,19,17,12,17,30,20,16,4,1,3,3,0,0,0,107Y06M
A6403-01,A6403-01-004,A6403-0007-00,3,5,6,12,5,12,7,11,13,12,5,15,12,16,4,3,3,3,1,0,0,107Y06M
A6403-01,A6403-01-005,A6403-0008-00,10,12,13,8,27,29,15,19,33,32,32,21,15,12,12,7,6,5,1,1,0,107Y06M
A6403-01,A6403-01-006,A6403-0006-00,4,3,11,10,8,9,15,8,9,6,12,12,17,10,4,5,2,2,2,0,0,107Y06M
A6403-01,A6403-01-006,A6403-0013-00,8,13,7,11,7,16,19,23,25,10,10,17,18,11,15,10,1,3,0,0,0,107Y06M
A6403-01,A6403-01-007,A6403-0009-00,3,8,4,7,10,9,14,8,13,10,10,9,8,16,6,7,5,0,0,0,0,107Y06M
A6403-01,A6403-01-007,A6403-0010-00,5,6,9,7,8,7,14,18,11,12,9,14,15,17,5,6,5,1,3,0,0,107Y06M
A6403-01,A6403-01-008,A6403-0011-00,7,9,14,5,12,9,18,16,17,10,7,13,23,17,10,9,2,3,0,0,0,107Y06M
A6403-02,A6403-02-001,A6403-0012-00,11,3,10,5,17,15,16,15,4,19,22,17,14,15,9,4,7,2,0,0,0,107Y06M
A6403-02,A6403-02-002,A6403-0015-00,7,19,21,7,11,13,18,20,23,24,17,16,17,41,15,13,11,5,3,0,1,107Y06M
A6403-02,A6403-02-003,A6403-0014-00,5,2,4,1,4,2,9,15,7,4,8,11,5,9,9,3,3,3,1,0,0,107Y06M
A6403-02,A6403-02-003,A6403-0017-00,4,7,4,8,10,4,12,11,11,16,6,5,17,8,6,2,3,3,1,0,0,107Y06M
A6403-02,A6403-02-004,A6403-0016-00,9,8,12,19,22,15,17,16,26,27,26,13,12,23,9,8,4,4,4,2,0,107Y06M
A6403-02,A6403-02-005,A6403-0018-00,7,8,8,20,24,15,20,19,24,29,23,13,22,17,19,7,10,7,1,1,0,107Y06M
A6403-02,A6403-02-006,A6403-0020-00,6,7,16,7,8,11,12,14,19,24,9,10,20,22,13,7,2,3,0,0,0,107Y06M
A6403-02,A6403-02-007,A6403-0019-00,3,7,12,11,13,12,17,11,16,20,16,19,14,15,7,6,3,6,1,1,0,107Y06M
A6403-02,A6403-02-007,A6403-0021-00,4,6,3,2,9,14,10,13,5,8,10,11,11,14,7,4,1,2,5,1,0,107Y06M
A6403-02,A6403-02-007,A6403-0022-00,1,1,0,1,1,2,4,6,6,5,2,4,6,10,4,4,0,0,1,1,0,107Y06M
A6403-02,A6403-02-008,A6403-0023-00,11,8,12,14,19,25,28,31,27,34,24,30,20,25,13,12,5,5,3,0,0,107Y06M
A6403-03,A6403-03-001,A6403-0028-00,49,7,8,3,7,26,57,36,12,4,10,12,6,5,1,2,0,0,0,0,0,107Y06M
A6403-03,A6403-03-001,A6403-0030-00,0,0,1,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-001,A6403-0031-00,1,1,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-001,A6403-0037-00,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-001,A6403-0038-00,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-002,A6403-0029-00,0,1,1,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-002,A6403-0032-00,0,0,2,1,0,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-002,A6403-0034-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0043-00,0,4,2,0,0,2,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0045-00,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0046-00,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0048-00,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0052-00,0,0,0,1,2,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0053-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107Y06M
A6403-03,A6403-03-003,A6403-0054-00,1,0,0,0,3,2,3,0,1,2,2,2,0,0,0,1,1,0,0,0,0,107Y06M
A6403-03,A6403-03-004,A6403-0062-00,0,0,1,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,107Y06M
A6403-03,A6403-03-004,A6403-0063-00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,107Y06M
A6403-03,A6403-03-005,A6403-0081-00,23,16,10,4,4,13,18,39,13,10,8,5,9,2,3,3,1,2,1,0,0,107Y06M
A6403-03,A6403-03-005,A6403-0082-00,1,2,3,0,3,1,3,1,2,1,3,3,0,0,0,0,1,0,0,0,0,107Y06M
A6403-03,A6403-03-006,A6403-0090-00,1,1,0,3,4,0,1,3,2,2,4,4,2,3,1,1,0,2,0,0,0,107Y06M
A6403-04,A6403-04-001,A6403-0049-00,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-001,A6403-0056-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-002,A6403-0057-00,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-003,A6403-0059-00,72,33,19,6,7,22,46,59,18,6,8,7,1,2,2,1,0,0,0,0,0,107Y06M
A6403-04,A6403-04-004,A6403-0060-00,18,10,18,4,1,4,20,25,15,9,1,1,2,1,0,1,0,1,0,0,0,107Y06M
A6403-04,A6403-04-005,A6403-0064-00,48,49,30,17,7,14,39,72,23,8,5,6,2,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-006,A6403-0061-00,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-006,A6403-0075-00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-007,A6403-0068-00,0,0,1,0,0,2,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-007,A6403-0071-00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-007,A6403-0073-00,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,107Y06M
A6403-04,A6403-04-008,A6403-0067-00,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-04,A6403-04-008,A6403-0069-00,0,0,0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,107Y06M
A6403-04,A6403-04-008,A6403-0080-00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,107Y06M
A6403-05,A6403-05-001,A6403-0070-00,1,6,5,10,8,7,6,7,14,26,19,3,9,11,11,3,4,6,3,0,0,107Y06M
A6403-05,A6403-05-001,A6403-0074-00,0,0,0,1,0,1,0,0,0,2,3,3,4,6,4,1,0,4,7,1,0,107Y06M
A6403-05,A6403-05-002,A6403-0072-00,6,0,2,5,3,10,12,8,7,13,8,16,17,6,3,4,5,6,2,0,0,107Y06M
A6403-05,A6403-05-002,A6403-0085-00,7,8,12,18,20,9,10,13,19,22,31,20,20,17,18,5,2,7,5,0,0,107Y06M
A6403-05,A6403-05-003,A6403-0077-00,1,1,5,20,16,2,5,12,19,35,15,7,7,22,5,5,2,9,2,0,0,107Y06M
A6403-05,A6403-05-004,A6403-0084-00,0,0,3,2,3,3,3,4,6,6,8,4,3,6,1,1,1,1,0,0,0,107Y06M
A6403-05,A6403-05-004,A6403-0105-00,6,3,4,8,7,9,7,7,15,12,24,12,17,12,1,5,5,5,3,1,0,107Y06M
A6403-05,A6403-05-005,A6403-0104-00,7,7,8,7,16,15,15,12,27,30,47,35,29,27,10,8,8,11,2,0,0,107Y06M
A6403-05,A6403-05-006,A6403-0103-00,11,24,9,12,19,22,24,20,26,21,31,34,31,17,15,11,9,9,3,0,0,107Y06M
A6403-05,A6403-05-006,A6403-0123-00,1,1,2,1,2,0,4,6,1,4,2,8,3,3,2,1,1,1,1,0,0,107Y06M
A6403-05,A6403-05-007,A6403-0121-00,3,1,0,5,15,11,6,2,5,7,15,14,6,4,7,6,4,0,0,0,0,107Y06M
A6403-05,A6403-05-007,A6403-0122-00,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,107Y06M
A6403-05,A6403-05-007,A6403-0127-00,0,0,4,8,6,3,2,5,4,6,15,3,5,3,3,5,0,0,0,1,0,107Y06M
A6403-05,A6403-05-007,A6403-0129-00,1,0,0,2,0,3,4,1,0,1,2,7,1,0,0,1,0,0,0,0,0,107Y06M
A6403-05,A6403-05-007,A6403-0136-00,6,3,1,3,1,6,10,11,6,1,4,6,10,7,3,1,4,1,0,0,0,107Y06M
A6403-05,A6403-05-008,A6403-0140-00,4,2,2,5,2,4,4,4,5,5,14,8,7,5,3,2,1,2,1,0,0,107Y06M
A6403-05,A6403-05-008,A6403-0146-00,0,3,1,1,5,10,8,6,4,2,15,8,2,3,3,3,2,1,2,0,0,107Y06M
A6403-05,A6403-05-008,A6403-0147-00,2,2,7,6,7,5,3,12,4,8,13,12,10,11,6,1,2,2,1,0,0,107Y06M
A6403-06,A6403-06-001,A6403-0076-00,0,0,0,0,0,0,0,0,1,3,14,7,9,6,5,1,2,16,19,5,0,107Y06M
A6403-06,A6403-06-002,A6403-0033-00,9,8,6,8,14,23,10,14,15,29,28,30,42,44,13,14,20,19,13,2,0,107Y06M
A6403-06,A6403-06-002,A6403-0050-00,27,18,23,33,38,32,37,45,55,57,64,50,42,57,35,20,15,33,13,4,0,107Y06M
A6403-06,A6403-06-002,A6403-0065-00,25,13,23,29,37,44,53,64,42,64,81,73,100,111,68,53,34,63,40,8,0,107Y06M
A6403-06,A6403-06-002,A6403-0066-00,13,14,16,14,23,26,25,23,39,38,44,29,47,53,28,29,20,28,8,5,0,107Y06M
A6403-06,A6403-06-003,A6403-0315-00,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6403-07,A6403-07-003,A6403-0101-00,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-001,A6403-0079-00,0,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-001,A6403-0083-00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-001,A6403-0086-00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-002,A6403-0094-00,13,6,6,16,30,19,29,18,20,29,33,21,23,24,13,10,7,7,2,0,0,107Y06M
A6403-08,A6403-08-004,A6403-0097-00,1,4,6,11,20,17,17,18,16,37,32,30,36,17,17,11,4,10,3,0,0,107Y06M
A6403-08,A6403-08-005,A6403-0099-00,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,1,0,0,0,107Y06M
A6403-08,A6403-08-005,A6403-0102-00,1,0,0,1,0,1,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-008,A6403-0111-00,7,8,8,15,25,17,12,21,23,33,32,29,20,24,16,21,14,5,2,1,0,107Y06M
A6403-08,A6403-08-009,A6403-0143-00,1,0,1,1,2,3,3,2,2,2,7,5,3,4,2,3,0,2,0,0,0,107Y06M
A6403-08,A6403-08-009,A6403-0144-00,3,6,9,16,16,17,10,25,20,17,26,18,19,20,10,11,6,2,3,0,0,107Y06M
A6403-08,A6403-08-010,A6403-0154-00,10,7,7,14,9,7,14,7,15,13,17,10,13,5,3,1,2,2,0,0,0,107Y06M
A6403-08,A6403-08-010,A6403-0163-00,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,107Y06M
A6403-08,A6403-08-010,A6403-0167-00,34,19,17,18,28,32,28,81,53,47,29,20,23,12,5,8,2,8,1,0,0,107Y06M
A6403-09,A6403-09-001,A6403-0078-00,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,107Y06M
A6403-09,A6403-09-001,A6403-0087-00,2,2,2,3,4,7,1,3,10,7,11,12,8,5,3,2,3,2,2,0,0,107Y06M
A6403-09,A6403-09-001,A6403-0091-00,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,107Y06M
A6403-09,A6403-09-002,A6403-0092-00,1,4,5,11,5,2,5,6,8,11,15,10,5,5,4,5,4,2,3,0,0,107Y06M
A6403-09,A6403-09-002,A6403-0100-00,9,5,9,12,22,21,22,38,28,38,35,24,24,26,13,13,6,11,9,1,0,107Y06M
A6403-09,A6403-09-003,A6403-0110-00,7,3,0,4,4,6,7,4,9,4,8,7,5,7,1,7,3,1,0,0,0,107Y06M
A6403-09,A6403-09-003,A6403-0120-00,10,4,6,23,26,24,6,29,30,25,25,17,19,18,15,13,4,5,0,0,0,107Y06M
A6403-09,A6403-09-004,A6403-0126-00,6,2,4,11,18,15,4,12,12,22,21,17,25,9,8,9,8,0,0,0,0,107Y06M
A6403-09,A6403-09-004,A6403-0132-00,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,107Y06M
A6403-09,A6403-09-005,A6403-0131-00,6,6,12,27,36,44,47,83,127,187,195,140,108,80,20,15,11,5,1,0,0,107Y06M
A6403-09,A6403-09-006,A6403-0135-00,4,3,5,11,10,11,8,8,7,16,17,12,15,7,3,12,4,0,0,0,0,107Y06M
A6403-09,A6403-09-006,A6403-0151-00,10,3,7,11,12,12,11,12,22,21,25,24,16,13,10,10,6,6,1,0,0,107Y06M
A6403-09,A6403-09-006,A6403-0160-00,1,1,2,2,3,3,2,0,2,3,2,3,2,1,2,2,1,1,0,0,0,107Y06M
A6403-09,A6403-09-007,A6403-0164-00,14,3,15,15,30,25,38,23,22,31,26,37,34,28,16,20,14,5,0,0,0,107Y06M
A6403-09,A6403-09-007,A6403-0189-00,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,107Y06M
A6403-10,A6403-10-001,A6403-0109-00,10,2,6,20,14,15,17,32,20,36,15,25,27,26,17,9,7,7,1,0,0,107Y06M
A6403-10,A6403-10-002,A6403-0112-00,6,9,9,16,22,13,14,21,29,34,46,27,25,33,13,12,13,7,2,0,0,107Y06M
A6403-10,A6403-10-003,A6403-0137-00,6,4,10,13,15,20,12,16,21,18,24,27,10,12,9,18,8,6,2,0,0,107Y06M
A6403-10,A6403-10-004,A6403-0141-00,12,4,4,9,8,8,12,12,11,14,15,6,15,9,9,12,7,1,1,0,0,107Y06M
A6403-10,A6403-10-004,A6403-0155-00,3,4,7,8,7,15,11,15,11,11,17,20,12,10,3,9,7,1,0,0,0,107Y06M
A6403-10,A6403-10-005,A6403-0171-00,1,1,7,17,11,16,14,19,8,16,31,31,18,18,14,13,15,4,4,1,0,107Y06M
A6403-10,A6403-10-006,A6403-0173-00,4,3,3,5,8,12,10,15,12,10,10,10,12,14,4,11,4,4,2,0,0,107Y06M
A6403-10,A6403-10-006,A6403-0195-00,2,6,4,7,12,9,11,17,20,12,17,14,12,16,6,16,9,3,0,0,0,107Y06M
A6403-10,A6403-10-007,A6403-0198-00,12,3,6,9,11,11,22,22,20,25,22,26,24,29,13,12,8,7,1,0,0,107Y06M
A6403-10,A6403-10-008,A6403-0213-00,0,1,2,2,2,2,4,6,4,3,4,6,1,2,3,6,3,1,0,0,0,107Y06M
A6403-10,A6403-10-008,A6403-0217-00,4,1,1,3,2,5,3,4,3,2,3,5,2,2,3,4,2,1,0,0,0,107Y06M
A6403-10,A6403-10-008,A6403-0232-00,2,3,4,4,3,1,0,8,9,2,1,2,7,3,1,3,1,1,0,0,0,107Y06M
A6403-10,A6403-10-008,A6403-0238-00,9,6,4,6,12,15,21,26,11,15,19,19,25,10,2,4,5,4,1,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0113-00,2,7,6,5,3,3,2,9,6,2,4,4,2,1,1,0,0,0,0,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0115-00,4,10,9,12,6,3,8,9,10,18,3,7,6,6,5,0,0,0,0,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0124-00,17,12,19,12,12,6,9,16,20,10,10,8,7,4,2,3,4,0,0,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0128-00,2,7,10,11,3,1,2,5,4,8,5,1,4,1,3,0,2,0,0,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0133-00,8,3,2,6,9,10,8,8,3,10,8,9,4,2,1,1,0,0,0,0,0,107Y06M
A6403-11,A6403-11-001,A6403-0145-00,0,2,4,0,3,2,1,4,2,2,1,2,1,0,3,0,0,0,0,0,0,107Y06M
A6403-11,A6403-11-002,A6403-0139-00,19,26,29,46,31,17,29,38,43,58,33,28,20,12,4,6,6,3,0,0,0,107Y06M
A6403-11,A6403-11-003,A6403-0153-00,7,11,10,14,18,9,8,16,25,22,13,15,7,2,2,3,1,0,1,0,0,107Y06M
A6403-11,A6403-11-003,A6403-0162-00,6,8,13,9,18,10,13,7,7,14,15,17,7,9,3,4,3,0,0,0,0,107Y06M
A6403-11,A6403-11-003,A6403-0175-00,0,1,6,1,4,0,2,1,3,1,3,3,1,0,1,2,0,0,0,0,0,107Y06M
A6403-11,A6403-11-004,A6403-0159-00,10,24,20,20,18,16,15,16,13,32,21,18,16,6,4,6,2,0,0,0,0,107Y06M
A6403-11,A6403-11-005,A6403-0169-00,5,12,15,10,15,7,6,10,17,19,8,6,9,5,3,1,0,0,0,0,0,107Y06M
A6403-11,A6403-11-005,A6403-0184-00,6,3,7,4,4,8,2,10,7,8,7,7,4,2,2,0,0,1,0,0,0,107Y06M
A6403-11,A6403-11-005,A6403-0194-00,24,19,20,13,11,12,17,27,28,23,9,14,4,5,2,2,1,1,0,0,0,107Y06M
A6403-11,A6403-11-006,A6403-0188-00,8,12,8,33,28,15,13,21,35,40,26,23,8,17,3,2,2,0,0,0,0,107Y06M
A6403-11,A6403-11-007,A6403-0200-00,27,20,24,46,48,28,23,41,51,56,49,31,20,15,4,4,2,1,0,0,0,107Y06M
A6403-11,A6403-11-008,A6403-0209-00,15,8,6,6,12,14,14,17,19,16,18,5,8,6,2,3,2,0,0,0,0,107Y06M
A6403-11,A6403-11-008,A6403-0222-00,60,37,36,24,42,35,78,80,53,54,29,17,22,16,7,5,3,1,1,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0114-00,7,13,8,15,10,6,2,11,18,19,9,2,4,9,1,1,0,3,1,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0116-00,5,2,5,4,7,2,4,7,3,9,9,4,5,5,1,0,1,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0117-00,3,7,1,2,2,2,3,1,3,4,0,7,6,1,1,1,0,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0118-00,6,11,10,4,13,3,4,8,11,17,6,3,2,1,1,3,1,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0125-00,3,5,6,5,3,2,4,3,5,6,7,3,2,3,2,1,0,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0134-00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0138-00,8,6,6,6,4,3,5,12,6,4,6,6,2,1,0,0,0,0,0,0,0,107Y06M
A6403-12,A6403-12-001,A6403-0148-00,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,107Y06M
A6403-12,A6403-12-002,A6403-0152-00,56,47,54,34,27,33,29,75,75,54,31,24,16,13,3,2,4,2,0,0,0,107Y06M
A6403-12,A6403-12-003,A6403-0149-00,23,14,37,24,9,9,9,28,45,31,12,13,7,8,3,2,1,2,1,0,0,107Y06M
A6403-12,A6403-12-003,A6403-0157-00,1,0,2,5,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,107Y06M
A6403-12,A6403-12-004,A6403-0150-00,9,10,10,14,9,5,11,13,10,17,10,17,6,4,0,2,0,0,0,0,0,107Y06M
A6403-12,A6403-12-004,A6403-0158-00,18,20,23,26,26,18,11,25,32,33,26,22,10,11,3,7,1,0,0,0,0,107Y06M
A6403-12,A6403-12-005,A6403-0172-00,4,1,4,2,1,2,2,1,6,3,0,2,0,0,1,0,0,0,0,0,0,107Y06M
A6403-12,A6403-12-005,A6403-0176-00,30,32,24,22,17,27,33,54,44,40,22,17,9,9,11,9,2,0,0,0,0,107Y06M
A6403-12,A6403-12-006,A6403-0208-00,4,9,4,6,7,7,12,15,9,4,5,11,7,5,1,1,0,1,1,0,0,107Y06M
A6403-12,A6403-12-006,A6403-0229-00,8,8,9,10,22,13,14,15,11,17,26,5,5,10,2,7,0,0,0,0,0,107Y06M
A6403-12,A6403-12-007,A6403-0234-00,32,45,36,38,33,13,33,48,76,57,34,23,17,13,8,4,4,1,0,0,0,107Y06M
A6403-13,A6403-13-001,A6403-0142-00,28,23,29,41,26,15,32,45,43,51,35,27,17,13,8,3,1,1,0,0,0,107Y06M
A6403-13,A6403-13-002,A6403-0166-00,6,10,10,7,6,2,4,8,14,15,6,3,9,7,2,0,1,0,0,0,0,107Y06M
A6403-13,A6403-13-002,A6403-0178-00,7,10,26,24,29,15,15,20,25,36,32,22,12,8,9,6,2,1,1,0,0,107Y06M
A6403-13,A6403-13-003,A6403-0174-00,73,49,27,26,23,33,81,94,72,44,22,21,15,15,8,2,2,0,0,0,0,107Y06M
A6403-13,A6403-13-003,A6403-0185-00,4,7,11,8,6,7,5,7,16,8,7,9,3,2,3,1,0,0,0,0,0,107Y06M
A6403-13,A6403-13-003,A6403-0204-00,5,8,6,7,5,4,12,7,13,8,3,11,8,7,0,1,1,0,0,0,0,107Y06M
A6403-13,A6403-13-004,A6403-0203-00,12,21,21,23,20,17,23,33,48,37,26,18,17,8,6,2,2,0,0,0,0,107Y06M
A6403-13,A6403-13-005,A6403-0199-00,51,63,42,12,20,24,52,96,71,40,22,14,17,11,9,8,6,3,0,0,0,107Y06M
A6403-13,A6403-13-005,A6403-0214-00,4,8,3,13,13,12,4,10,11,17,9,11,4,8,1,2,0,1,0,0,0,107Y06M
A6403-13,A6403-13-005,A6403-0221-00,2,6,3,3,1,11,2,3,6,1,2,5,5,8,4,2,0,0,1,0,0,107Y06M
A6403-13,A6403-13-006,A6403-0219-00,12,9,10,6,5,9,9,13,11,10,8,10,8,1,4,1,0,0,0,0,0,107Y06M
A6403-13,A6403-13-006,A6403-0226-00,5,7,7,10,11,6,2,8,14,11,10,4,7,7,2,1,0,0,0,0,0,107Y06M
A6403-13,A6403-13-006,A6403-0239-00,7,9,12,5,10,6,11,12,14,10,7,12,7,12,4,2,1,1,0,0,0,107Y06M
A6403-13,A6403-13-007,A6403-0228-00,23,15,13,17,13,11,16,18,33,30,11,13,7,7,7,3,2,0,0,0,0,107Y06M
A6403-13,A6403-13-007,A6403-0265-00,13,13,16,13,13,9,13,16,10,19,12,13,14,8,4,4,0,2,1,0,0,107Y06M
A6403-14,A6403-14-001,A6403-0220-00,1,1,1,0,2,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,107Y06M
