CODE2,CODE1,CODEBASE,A0A4_CNT,A5A9_CNT,A10A14_CNT,A15A19_CNT,A20A24_CNT,A25A29_CNT,A30A34_CNT,A35A39_CNT,A40A44_CNT,A45A49_CNT,A50A54_CNT,A55A59_CNT,A60A64_CNT,A65A69_CNT,A70A74_CNT,A75A79_CNT,A80A84_CNT,A85A89_CNT,A90A94_CNT,A95A99_CNT,A100UP_5_CNT,INFO_TIME
A6402-37,A6402-37-001,A6402-0402-00,0,1,1,1,1,4,5,2,1,4,6,6,7,4,3,0,1,1,1,0,0,107Y06M
A6402-38,A6402-38-001,A6402-0366-00,40,33,31,19,22,36,36,53,47,59,28,37,24,13,5,4,3,0,0,0,0,107Y06M
A6402-38,A6402-38-002,A6402-0373-00,89,79,113,123,105,97,91,106,131,163,163,118,102,45,35,30,11,8,3,0,0,107Y06M
A6402-38,A6402-38-003,A6402-0385-00,20,31,41,20,13,12,10,29,38,56,25,20,12,9,3,7,0,0,0,0,0,107Y06M
A6402-38,A6402-38-004,A6402-0396-00,106,81,69,44,21,37,83,109,113,68,44,46,30,16,11,10,5,5,0,0,0,107Y06M
A6402-38,A6402-38-005,A6402-0398-00,5,5,7,5,1,8,6,7,7,10,5,10,3,3,3,1,3,1,0,0,0,107Y06M
A6402-38,A6402-38-005,A6402-0416-00,8,7,4,9,15,6,16,13,10,16,16,18,16,7,7,4,4,1,1,0,0,107Y06M
A6402-39,A6402-39-001,A6402-0383-00,38,31,27,20,30,12,21,35,48,41,43,17,25,13,4,3,0,1,0,0,0,107Y06M
A6402-39,A6402-39-002,A6402-0386-00,56,68,57,30,21,27,34,85,79,49,29,24,33,20,9,4,2,3,1,0,0,107Y06M
A6402-39,A6402-39-003,A6402-0399-00,41,40,36,22,16,23,29,60,63,43,26,33,18,8,5,6,2,1,3,0,0,107Y06M
A6402-39,A6402-39-004,A6402-0404-00,41,41,47,29,19,21,41,63,66,43,34,22,21,14,10,11,7,0,1,0,0,107Y06M
A6402-39,A6402-39-005,A6402-0400-00,66,61,52,31,50,36,49,81,71,54,52,57,54,42,17,11,10,4,2,0,0,107Y06M
A6402-39,A6402-39-005,A6402-0411-00,52,28,41,40,34,22,41,45,49,52,46,35,25,7,10,8,1,3,1,0,0,107Y06M
A6402-39,A6402-39-006,A6402-0408-00,34,44,24,15,19,11,22,29,42,30,25,17,12,16,4,4,3,1,0,1,0,107Y06M
A6402-39,A6402-39-006,A6402-0412-00,25,28,21,15,9,16,27,38,48,33,17,19,17,10,6,3,1,2,0,0,0,107Y06M
A6402-39,A6402-39-007,A6402-0419-00,2,3,0,2,2,0,5,6,4,4,5,6,3,5,1,3,0,0,0,0,0,107Y06M
A6402-39,A6402-39-007,A6402-0421-00,14,10,11,9,10,11,11,14,12,10,13,8,4,10,6,3,1,1,0,0,0,107Y06M
A6402-39,A6402-39-007,A6402-0433-00,5,1,1,2,5,1,0,2,4,0,6,5,1,2,1,0,0,0,0,0,0,107Y06M
A6402-39,A6402-39-007,A6402-0439-00,10,14,13,15,6,7,7,13,16,12,13,8,9,5,2,1,0,0,0,0,0,107Y06M
A6402-39,A6402-39-008,A6402-0429-00,66,68,48,15,11,25,44,87,59,51,37,31,30,23,12,1,3,3,1,0,0,107Y06M
A6402-39,A6402-39-008,A6402-0441-00,59,64,26,19,11,17,42,85,73,42,25,15,18,11,4,4,1,1,0,0,0,107Y06M
A6402-40,A6402-40-001,A6402-0351-00,25,37,40,29,33,19,17,35,53,48,40,29,28,19,18,9,3,3,3,1,0,107Y06M
A6402-40,A6402-40-002,A6402-0354-00,34,38,30,33,22,29,31,32,29,50,32,28,27,35,14,4,2,0,0,0,0,107Y06M
A6402-40,A6402-40-003,A6402-0382-00,42,44,45,24,23,23,30,58,48,58,38,32,33,19,9,8,4,2,1,0,0,107Y06M
A6402-40,A6402-40-004,A6402-0365-00,30,28,27,15,9,7,16,32,34,27,17,13,7,6,6,6,2,0,0,0,0,107Y06M
A6402-40,A6402-40-004,A6402-0375-00,3,2,1,4,1,1,0,0,4,3,4,2,3,5,2,2,0,1,1,0,0,107Y06M
A6402-40,A6402-40-004,A6402-0393-00,18,6,4,8,7,11,17,19,13,10,12,8,5,3,2,2,0,0,0,0,0,107Y06M
A6402-40,A6402-40-004,A6402-0395-00,98,61,44,30,37,39,87,121,82,66,43,38,26,22,10,9,10,4,1,1,0,107Y06M
A6402-40,A6402-40-004,A6402-0409-00,1,10,7,0,2,2,4,6,3,5,4,1,0,2,1,1,1,0,0,0,0,107Y06M
A6402-40,A6402-40-004,A6402-0410-00,12,14,8,4,8,6,7,10,7,11,6,9,5,5,3,0,1,1,0,0,0,107Y06M
A6402-40,A6402-40-005,A6402-0397-00,50,45,48,38,22,32,32,84,74,46,38,30,26,21,8,5,4,2,1,0,0,107Y06M
A6402-40,A6402-40-006,A6402-0431-00,13,8,11,16,23,11,20,31,14,33,18,19,29,16,8,9,6,6,1,0,0,107Y06M
A6402-40,A6402-40-007,A6402-0437-00,14,8,9,12,24,33,37,38,19,14,35,36,29,16,8,12,7,4,3,0,0,107Y06M
A6402-40,A6402-40-008,A6402-0428-00,36,17,11,8,10,5,11,19,21,16,10,6,11,7,3,1,0,0,0,1,0,107Y06M
A6402-40,A6402-40-008,A6402-0430-00,35,31,33,27,9,11,15,25,47,39,13,11,10,8,7,3,4,0,1,0,0,107Y06M
A6402-40,A6402-40-008,A6402-0455-00,105,72,45,20,29,48,85,117,85,45,26,25,32,22,7,6,3,2,1,0,0,107Y06M
A6402-40,A6402-40-008,A6402-0462-00,8,2,3,1,3,3,4,5,6,6,9,2,5,6,2,1,1,0,0,1,0,107Y06M
A6402-41,A6402-41-001,A6402-0413-00,6,4,3,10,17,16,15,21,26,19,10,14,15,13,11,10,0,2,1,0,0,107Y06M
A6402-41,A6402-41-001,A6402-0414-00,1,0,0,4,0,1,0,1,3,5,0,0,1,3,2,0,0,0,0,0,0,107Y06M
A6402-41,A6402-41-002,A6402-0415-00,1,2,2,3,5,3,6,5,11,3,5,4,4,9,3,5,1,2,0,0,0,107Y06M
A6402-41,A6402-41-002,A6402-0417-00,6,2,3,4,4,8,9,17,8,3,15,12,10,9,5,3,3,1,0,0,0,107Y06M
A6402-41,A6402-41-002,A6402-0418-00,5,3,1,2,1,1,5,4,3,2,6,2,5,4,2,3,1,0,0,0,0,107Y06M
A6402-41,A6402-41-003,A6402-0422-00,17,3,16,16,13,23,19,33,30,23,32,29,29,24,10,19,13,3,0,0,0,107Y06M
A6402-41,A6402-41-004,A6402-0423-00,9,7,2,5,6,9,11,16,9,10,14,6,23,8,2,4,3,4,1,1,0,107Y06M
A6402-41,A6402-41-004,A6402-0424-00,1,6,2,11,4,5,7,7,9,13,9,5,8,9,6,9,2,1,0,0,0,107Y06M
A6402-41,A6402-41-005,A6402-0425-00,7,11,11,7,14,5,11,14,16,13,8,11,16,12,7,7,4,3,0,0,0,107Y06M
A6402-41,A6402-41-006,A6402-0435-00,1,0,1,0,1,3,1,2,4,2,0,4,5,5,4,5,0,0,0,0,0,107Y06M
A6402-41,A6402-41-006,A6402-0436-00,11,8,10,20,16,19,20,27,25,20,28,33,22,23,16,10,6,5,2,0,0,107Y06M
A6402-41,A6402-41-007,A6402-0443-00,6,9,7,14,10,20,14,22,26,16,20,16,16,31,11,10,4,1,2,0,0,107Y06M
A6402-41,A6402-41-008,A6402-0446-00,8,9,2,4,12,32,13,24,13,10,19,25,30,21,11,7,5,3,0,0,0,107Y06M
A6402-41,A6402-41-009,A6402-0453-00,25,20,17,28,19,19,22,62,55,27,25,18,17,11,6,5,2,1,0,0,0,107Y06M
A6402-42,A6402-42-001,A6402-0420-00,15,8,12,17,22,15,30,27,12,23,24,18,7,11,14,12,3,1,0,0,0,107Y06M
A6402-42,A6402-42-002,A6402-0426-00,32,16,7,7,25,20,39,38,39,18,26,12,19,20,9,6,7,2,1,0,0,107Y06M
A6402-42,A6402-42-003,A6402-0427-00,10,3,12,18,22,20,19,29,29,29,34,21,28,22,15,17,5,3,3,0,0,107Y06M
A6402-42,A6402-42-004,A6402-0432-00,10,12,13,17,11,5,24,22,32,25,22,17,14,12,6,4,3,1,1,0,0,107Y06M
A6402-42,A6402-42-005,A6402-0438-00,8,6,9,14,10,13,21,16,20,16,27,21,17,17,13,7,4,1,1,0,0,107Y06M
A6402-42,A6402-42-006,A6402-0442-00,6,9,10,14,19,18,6,18,24,16,19,15,10,14,6,7,1,3,0,0,0,107Y06M
A6402-42,A6402-42-006,A6402-0445-00,6,7,9,16,10,6,7,18,24,21,16,14,13,19,8,10,6,0,1,0,0,107Y06M
A6402-42,A6402-42-007,A6402-0440-00,14,10,7,14,7,18,12,29,25,15,15,11,20,14,6,4,7,0,0,0,0,107Y06M
A6402-42,A6402-42-007,A6402-0452-00,2,4,2,22,23,20,19,12,15,23,23,28,18,11,4,3,3,3,0,0,0,107Y06M
A6402-42,A6402-42-008,A6402-0454-00,2,7,3,10,9,15,6,12,22,11,8,16,9,14,2,2,0,2,0,0,0,107Y06M
A6402-42,A6402-42-008,A6402-0456-00,2,0,4,3,5,3,7,4,9,7,4,7,11,4,4,3,1,1,0,0,0,107Y06M
A6402-42,A6402-42-009,A6402-0458-00,13,5,10,15,17,16,17,24,23,13,19,20,19,19,5,3,0,2,0,0,0,107Y06M
A6402-43,A6402-43-001,A6402-0447-00,7,4,3,13,13,11,9,24,15,20,22,13,24,15,11,9,4,1,0,0,0,107Y06M
A6402-43,A6402-43-002,A6402-0448-00,4,3,1,5,12,14,11,14,14,14,14,11,11,12,9,8,4,2,0,0,0,107Y06M
A6402-43,A6402-43-002,A6402-0449-00,6,2,8,15,12,17,14,17,12,15,11,17,13,12,8,8,2,6,0,0,0,107Y06M
A6402-43,A6402-43-003,A6402-0450-00,10,5,3,9,15,11,14,16,19,17,11,15,22,20,11,11,3,4,2,0,0,107Y06M
A6402-43,A6402-43-003,A6402-0451-00,4,2,5,8,13,9,10,9,5,21,15,11,15,7,8,11,3,0,2,0,0,107Y06M
A6402-43,A6402-43-004,A6402-0459-00,4,4,4,11,13,12,19,17,14,10,13,21,21,11,9,8,6,4,1,0,0,107Y06M
A6402-43,A6402-43-005,A6402-0460-00,13,6,9,23,21,21,16,24,31,24,20,29,34,30,13,11,4,0,3,0,0,107Y06M
A6402-43,A6402-43-006,A6402-0463-00,12,3,9,15,13,21,29,26,18,17,19,20,20,16,9,10,8,5,1,0,0,107Y06M
A6402-43,A6402-43-006,A6402-0465-00,3,2,2,16,11,7,10,7,18,20,13,15,5,10,4,8,3,2,0,0,0,107Y06M
A6402-43,A6402-43-007,A6402-0461-00,4,4,4,7,13,13,12,16,16,13,8,17,18,9,10,2,7,1,0,0,0,107Y06M
A6402-43,A6402-43-007,A6402-0466-00,2,0,4,11,8,1,4,6,15,10,13,11,10,10,4,4,4,3,0,0,0,107Y06M
A6402-43,A6402-43-008,A6402-0464-00,13,5,19,22,15,17,17,26,35,35,18,15,11,24,18,13,6,3,0,0,0,107Y06M
A6402-44,A6402-44-001,A6402-0266-00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,107Y06M
A6402-44,A6402-44-002,A6402-0291-00,8,4,2,3,12,10,12,7,7,16,27,22,21,16,8,13,11,7,2,0,0,107Y06M
A6402-44,A6402-44-003,A6402-0368-00,0,0,0,1,1,3,1,0,2,2,2,8,5,3,2,1,1,1,0,0,0,107Y06M
A6402-44,A6402-44-003,A6402-0434-00,1,2,2,1,3,6,3,4,3,1,5,5,3,2,3,2,0,0,0,0,0,107Y06M
A6402-44,A6402-44-003,A6402-0457-00,9,3,4,2,21,14,21,19,21,21,26,26,21,18,4,10,6,2,1,0,0,107Y06M
A6402-44,A6402-44-004,A6402-0387-00,4,9,5,10,9,14,11,23,17,16,17,16,23,9,4,3,5,2,1,0,0,107Y06M
A6402-44,A6402-44-006,A6402-0471-00,0,0,2,3,1,3,1,3,1,2,3,5,4,1,0,1,0,0,0,0,0,107Y06M
A6402-44,A6402-44-007,A6402-0293-00,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,107Y06M
A6402-44,A6402-44-007,A6402-0490-00,0,0,3,0,0,0,0,1,2,1,0,1,1,4,1,0,0,0,0,0,0,107Y06M
A6402-44,A6402-44-007,A6402-0547-00,3,5,1,4,3,4,1,5,4,4,3,8,4,4,1,0,0,0,0,0,0,107Y06M
A6402-44,A6402-44-007,A6402-0570-00,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,107Y06M
A6402-44,A6402-44-008,A6402-0479-00,8,12,8,12,18,19,21,31,25,15,20,25,33,24,8,10,4,2,0,1,0,107Y06M
A6402-44,A6402-44-009,A6402-0482-00,0,0,0,2,7,4,3,9,3,6,5,9,8,11,6,7,3,3,0,0,0,107Y06M
A6402-44,A6402-44-010,A6402-0484-00,0,0,2,2,2,2,0,1,1,3,2,2,0,0,0,0,0,1,0,0,0,107Y06M
A6402-44,A6402-44-012,A6402-0529-00,3,1,1,6,11,6,4,8,10,18,19,12,11,9,3,5,1,1,0,1,0,107Y06M
A6402-44,A6402-44-013,A6402-0525-00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,107Y06M
A6402-44,A6402-44-014,A6402-0544-00,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,107Y06M
A6402-44,A6402-44-015,A6402-0531-00,13,2,2,2,2,9,16,17,12,12,4,22,15,13,10,4,2,2,0,0,0,107Y06M
A6402-44,A6402-44-016,A6402-0543-00,0,0,0,0,1,1,1,0,2,1,0,3,0,2,2,0,0,0,1,0,0,107Y06M
A6402-44,A6402-44-017,A6402-0548-00,14,13,6,11,12,15,21,26,30,20,19,28,30,12,12,12,9,4,1,0,0,107Y06M
A6402-45,A6402-45-001,A6402-0467-00,18,9,15,15,21,15,15,31,29,30,13,15,14,8,6,2,1,3,1,0,0,107Y06M
A6402-45,A6402-45-001,A6402-0472-00,16,3,6,13,15,17,21,15,23,16,22,15,16,7,7,2,1,0,0,0,0,107Y06M
A6402-45,A6402-45-002,A6402-0468-00,10,11,6,13,11,15,11,23,32,17,6,15,17,15,5,3,0,0,0,0,0,107Y06M
A6402-45,A6402-45-002,A6402-0470-00,31,9,12,9,11,18,54,77,54,22,13,8,18,20,1,2,1,0,0,0,0,107Y06M
A6402-45,A6402-45-002,A6402-0474-00,3,2,1,2,2,2,1,5,4,5,1,4,2,3,0,1,0,2,0,0,0,107Y06M
A6402-45,A6402-45-003,A6402-0473-00,22,17,18,19,9,21,36,39,55,36,27,23,15,14,10,4,3,0,1,0,0,107Y06M
A6402-45,A6402-45-004,A6402-0476-00,5,8,5,16,23,10,11,23,31,18,15,14,8,10,2,5,0,2,0,0,0,107Y06M
A6402-45,A6402-45-005,A6402-0469-00,5,7,11,16,12,5,5,13,11,14,12,12,13,6,3,2,1,1,1,0,0,107Y06M
A6402-45,A6402-45-006,A6402-0477-00,6,12,9,20,12,12,9,20,21,24,20,15,18,22,6,8,4,5,1,0,0,107Y06M
A6402-45,A6402-45-007,A6402-0481-00,3,2,1,6,10,4,6,6,7,9,11,8,10,6,8,7,1,0,0,0,0,107Y06M
A6402-45,A6402-45-008,A6402-0480-00,0,2,2,3,6,4,3,1,5,3,6,3,7,3,0,1,1,0,1,0,0,107Y06M
A6402-45,A6402-45-008,A6402-0485-00,9,6,3,3,14,19,8,22,12,10,21,13,17,15,5,8,2,0,1,1,0,107Y06M
A6402-45,A6402-45-009,A6402-0486-00,8,6,10,13,13,24,18,37,25,40,30,20,26,26,16,10,7,2,2,0,0,107Y06M
A6402-46,A6402-46-001,A6402-0483-00,10,7,11,13,15,19,18,30,34,19,20,25,28,29,15,10,9,5,1,0,0,107Y06M
A6402-46,A6402-46-001,A6402-0489-00,9,8,6,19,18,9,14,16,26,24,24,26,25,17,9,4,6,6,0,0,0,107Y06M
A6402-46,A6402-46-002,A6402-0491-00,7,3,14,16,15,6,16,21,14,16,20,25,21,8,8,5,3,4,0,0,0,107Y06M
A6402-46,A6402-46-003,A6402-0494-00,14,6,12,17,16,12,25,24,34,22,19,17,19,14,9,5,2,1,0,0,0,107Y06M
A6402-46,A6402-46-004,A6402-0498-00,7,6,9,19,12,12,21,18,24,19,19,20,23,18,7,6,3,1,1,1,0,107Y06M
A6402-46,A6402-46-005,A6402-0502-00,5,3,2,11,15,14,9,24,9,20,16,13,20,16,6,10,4,3,2,0,0,107Y06M
A6402-46,A6402-46-006,A6402-0504-00,2,1,5,3,8,11,15,16,13,13,8,11,20,11,6,5,3,1,0,0,0,107Y06M
A6402-46,A6402-46-006,A6402-0505-00,4,3,1,2,3,9,12,9,8,9,8,22,11,15,12,7,4,4,1,0,1,107Y06M
A6402-46,A6402-46-007,A6402-0507-00,7,12,15,30,36,49,58,95,103,118,149,127,105,76,31,18,11,6,6,2,0,107Y06M
A6402-46,A6402-46-008,A6402-0511-00,2,3,2,9,9,8,16,13,12,9,18,18,14,6,7,7,6,2,0,2,0,107Y06M
A6402-47,A6402-47-001,A6402-0488-00,2,1,2,5,5,5,2,2,11,7,9,5,4,3,0,2,1,0,0,0,0,107Y06M
A6402-47,A6402-47-001,A6402-0493-00,0,0,0,2,1,0,2,8,3,2,3,3,5,3,0,1,1,1,1,0,0,107Y06M
A6402-47,A6402-47-001,A6402-0497-00,2,0,2,5,4,7,2,2,4,5,10,8,6,4,2,1,3,1,0,0,0,107Y06M
A6402-47,A6402-47-002,A6402-0492-00,6,3,8,8,26,28,26,19,19,22,15,24,24,21,9,7,4,2,1,0,0,107Y06M
A6402-47,A6402-47-003,A6402-0495-00,6,5,2,11,9,13,19,17,24,18,14,14,19,18,6,9,5,4,0,0,0,107Y06M
A6402-47,A6402-47-004,A6402-0503-00,13,6,6,17,21,17,16,21,16,23,27,31,26,24,11,11,12,0,1,0,0,107Y06M
A6402-47,A6402-47-005,A6402-0500-00,4,4,2,2,7,7,6,10,9,13,13,10,10,5,7,1,3,4,0,0,0,107Y06M
A6402-47,A6402-47-005,A6402-0508-00,12,8,5,15,25,20,14,14,21,27,25,31,24,11,10,5,8,5,3,0,0,107Y06M
A6402-47,A6402-47-006,A6402-0501-00,1,1,1,7,5,3,3,4,10,3,7,4,5,6,3,1,5,2,1,0,0,107Y06M
A6402-47,A6402-47-006,A6402-0506-00,2,1,1,6,6,10,11,4,8,7,11,7,9,7,6,2,3,2,1,0,0,107Y06M
A6402-47,A6402-47-007,A6402-0509-00,14,5,7,15,16,15,11,13,15,16,16,18,12,12,11,9,9,2,1,0,0,107Y06M
A6402-47,A6402-47-007,A6402-0512-00,3,2,2,2,4,3,13,12,5,3,5,10,10,8,2,2,0,2,2,0,0,107Y06M
A6402-47,A6402-47-007,A6402-0513-00,2,2,0,1,1,3,9,3,3,4,2,7,4,3,1,1,1,0,0,0,0,107Y06M
A6402-48,A6402-48-001,A6402-0487-00,12,1,4,9,18,19,16,15,15,27,25,45,32,41,26,19,13,9,2,0,0,107Y06M
A6402-48,A6402-48-002,A6402-0496-00,2,1,5,9,21,9,16,25,22,22,24,24,40,24,15,15,8,3,3,0,0,107Y06M
A6402-48,A6402-48-003,A6402-0499-00,13,5,15,13,20,20,21,32,21,28,26,25,36,30,15,17,8,5,1,1,0,107Y06M
A6402-48,A6402-48-004,A6402-0510-00,4,8,12,13,10,12,10,28,18,23,17,25,29,13,7,6,6,4,0,1,0,107Y06M
A6402-48,A6402-48-005,A6402-0514-00,16,6,8,17,17,27,25,30,25,29,28,13,36,17,14,15,10,2,0,1,0,107Y06M
A6402-48,A6402-48-006,A6402-0518-00,4,4,9,18,18,27,18,19,27,30,29,36,47,28,11,12,10,9,0,1,0,107Y06M
A6402-49,A6402-49-001,A6402-0515-00,15,10,7,14,12,22,21,24,21,19,20,21,30,23,9,5,5,4,0,0,0,107Y06M
A6402-49,A6402-49-002,A6402-0519-00,11,6,5,21,23,18,28,22,31,30,32,29,29,23,14,12,13,4,3,0,0,107Y06M
A6402-49,A6402-49-003,A6402-0520-00,1,0,1,1,2,2,3,7,0,1,9,8,9,6,1,2,1,1,1,0,0,107Y06M
A6402-49,A6402-49-003,A6402-0524-00,12,3,7,20,18,26,21,31,23,28,41,39,33,21,20,14,12,4,2,0,0,107Y06M
A6402-49,A6402-49-004,A6402-0517-00,4,3,2,4,3,1,3,6,7,6,5,6,4,2,1,3,5,3,0,0,0,107Y06M
A6402-49,A6402-49-004,A6402-0521-00,4,2,2,3,1,7,8,10,7,4,3,14,15,6,4,1,5,4,1,1,0,107Y06M
A6402-49,A6402-49-004,A6402-0526-00,9,1,3,1,5,9,8,6,7,8,9,8,5,8,6,6,3,1,2,0,0,107Y06M
A6402-49,A6402-49-005,A6402-0522-00,4,0,1,6,3,4,4,4,6,13,4,9,8,9,6,4,3,1,2,0,0,107Y06M
A6402-49,A6402-49-005,A6402-0527-00,7,1,4,4,6,16,15,15,14,17,20,20,25,9,10,12,4,0,0,0,0,107Y06M
A6402-49,A6402-49-006,A6402-0528-00,7,7,5,15,14,16,16,17,9,24,34,29,25,20,9,18,9,4,1,1,0,107Y06M
A6402-50,A6402-50-001,A6402-0532-00,3,8,16,14,15,10,12,19,26,28,32,18,18,16,12,10,7,5,1,0,0,107Y06M
A6402-50,A6402-50-002,A6402-0533-00,7,2,5,5,24,16,18,14,13,20,20,31,13,13,6,8,3,2,2,0,0,107Y06M
A6402-50,A6402-50-003,A6402-0535-00,7,6,10,9,19,19,15,39,25,13,29,20,33,29,13,9,8,2,1,0,0,107Y06M
A6402-50,A6402-50-004,A6402-0536-00,2,3,4,16,28,23,17,18,18,30,34,29,30,15,5,15,4,5,1,0,0,107Y06M
A6402-50,A6402-50-005,A6402-0537-00,4,2,3,1,4,6,6,11,6,16,14,16,16,10,7,7,5,1,1,0,0,107Y06M
A6402-50,A6402-50-005,A6402-0538-00,29,23,13,16,24,31,38,52,37,36,40,39,29,21,12,11,2,3,1,0,0,107Y06M
A6402-50,A6402-50-006,A6402-0534-00,4,1,1,8,12,20,11,15,18,16,21,25,17,22,9,6,4,2,0,0,0,107Y06M
A6402-50,A6402-50-006,A6402-0539-00,12,13,7,6,9,11,14,10,23,17,7,11,9,10,4,5,3,2,1,0,0,107Y06M
A6402-50,A6402-50-007,A6402-0540-00,0,0,0,0,0,0,1,1,1,0,3,1,1,2,0,1,1,0,0,0,0,107Y06M
A6402-50,A6402-50-007,A6402-0541-00,2,4,6,7,11,19,9,14,16,10,17,24,20,21,11,6,2,2,2,1,0,107Y06M
A6402-50,A6402-50-007,A6402-0542-00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,107Y06M
A6402-50,A6402-50-007,A6402-0546-00,0,0,0,0,0,0,1,0,0,4,1,1,2,1,0,0,1,2,1,0,0,107Y06M
A6402-50,A6402-50-008,A6402-0545-00,1,0,1,1,7,5,3,1,1,5,4,3,3,3,2,0,1,4,2,0,0,107Y06M
A6402-50,A6402-50-008,A6402-0550-00,2,8,5,5,4,4,9,4,17,12,11,8,9,9,9,7,5,3,3,0,0,107Y06M
A6402-50,A6402-50-008,A6402-0552-00,2,4,6,6,10,9,11,8,10,7,10,18,19,16,12,8,6,1,2,0,0,107Y06M
A6402-51,A6402-51-001,A6402-0559-00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,107Y06M
A6402-52,A6402-52-001,A6402-0549-00,4,1,3,15,13,15,24,18,15,26,27,46,23,21,15,15,6,5,0,0,0,107Y06M
A6402-52,A6402-52-002,A6402-0551-00,10,14,11,18,18,10,17,22,39,21,27,18,19,24,8,15,6,0,3,1,0,107Y06M
A6402-52,A6402-52-003,A6402-0554-00,2,2,11,10,9,8,6,13,19,13,12,16,14,8,11,2,3,4,0,0,0,107Y06M
A6402-52,A6402-52-004,A6402-0555-00,10,10,12,22,13,28,35,32,30,16,41,46,36,29,15,19,7,6,0,0,0,107Y06M
A6402-52,A6402-52-005,A6402-0557-00,12,5,5,16,21,20,29,30,23,14,23,30,32,24,9,8,5,4,0,0,0,107Y06M
A6402-52,A6402-52-006,A6402-0563-00,9,7,11,10,20,21,17,27,28,35,35,26,17,21,10,13,9,5,1,0,0,107Y06M
A6402-52,A6402-52-007,A6402-0572-00,6,4,2,5,7,6,11,9,8,7,8,19,12,11,11,6,7,1,1,0,0,107Y06M
A6402-52,A6402-52-008,A6402-0573-00,0,2,3,1,2,2,1,1,7,4,5,3,5,3,2,3,2,3,0,0,0,107Y06M
A6402-52,A6402-52-008,A6402-0578-00,1,0,0,6,3,2,2,1,1,3,3,1,3,1,0,2,2,0,0,0,0,107Y06M
A6402-52,A6402-52-008,A6402-0581-00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,107Y06M
A6402-52,A6402-52-008,A6402-0586-00,1,0,1,2,3,3,6,5,3,5,5,10,10,3,3,8,3,0,2,0,0,107Y06M
A6402-52,A6402-52-008,A6402-0595-00,2,0,0,0,1,4,4,2,2,0,2,1,6,5,4,1,0,0,0,0,0,107Y06M
A6402-53,A6402-53-001,A6402-0560-00,3,5,6,18,20,24,21,18,21,27,27,28,29,21,10,14,8,6,1,0,0,107Y06M
A6402-53,A6402-53-002,A6402-0565-00,18,15,9,21,25,25,37,27,29,30,25,39,28,23,15,11,10,2,1,0,0,107Y06M
A6402-53,A6402-53-003,A6402-0567-00,9,5,9,8,8,11,18,14,11,13,8,21,17,16,9,3,4,1,0,0,0,107Y06M
A6402-53,A6402-53-003,A6402-0569-00,9,4,5,9,15,15,29,19,11,13,14,28,23,10,6,8,6,0,0,0,0,107Y06M
A6402-53,A6402-53-004,A6402-0568-00,2,4,5,9,6,6,10,14,15,16,5,13,14,17,13,5,3,1,0,0,0,107Y06M
A6402-53,A6402-53-004,A6402-0571-00,2,4,9,16,10,9,16,19,13,15,32,22,14,15,3,6,13,4,0,0,0,107Y06M
A6402-53,A6402-53-005,A6402-0574-00,5,0,2,5,8,14,13,10,17,3,13,22,16,18,5,3,4,1,1,0,0,107Y06M
A6402-53,A6402-53-005,A6402-0576-00,4,2,3,8,12,20,14,7,9,7,22,12,16,5,7,1,3,0,0,2,0,107Y06M
A6402-53,A6402-53-006,A6402-0579-00,10,12,11,10,18,13,22,31,30,21,24,18,27,20,12,14,4,5,5,0,0,107Y06M
A6402-54,A6402-54-001,A6402-0553-00,7,6,5,15,19,24,16,26,32,22,32,27,20,13,13,13,8,6,2,0,0,107Y06M
A6402-54,A6402-54-002,A6402-0561-00,5,2,7,10,10,12,11,22,14,13,19,13,24,14,12,9,1,0,1,0,0,107Y06M
A6402-54,A6402-54-003,A6402-0556-00,5,1,6,12,5,12,14,14,12,12,19,14,11,8,6,7,3,1,1,0,0,107Y06M
A6402-54,A6402-54-003,A6402-0564-00,5,5,3,8,11,15,12,11,10,12,18,14,14,9,7,4,4,0,0,0,0,107Y06M
A6402-54,A6402-54-004,A6402-0566-00,12,4,3,7,11,21,18,12,15,17,12,28,24,10,4,3,8,1,0,0,0,107Y06M
A6402-54,A6402-54-004,A6402-0577-00,6,0,4,5,8,9,8,10,7,10,13,17,15,10,7,5,6,2,0,0,0,107Y06M
A6402-54,A6402-54-005,A6402-0575-00,6,11,22,21,21,13,22,15,19,28,15,31,15,16,7,4,3,4,0,0,0,107Y06M
A6402-54,A6402-54-006,A6402-0598-00,4,5,6,10,7,13,13,18,17,18,16,19,22,20,8,6,3,6,2,0,0,107Y06M
A6402-54,A6402-54-007,A6402-0601-00,6,1,6,7,10,7,8,14,17,20,23,31,18,26,8,11,6,1,1,0,0,107Y06M
A6402-54,A6402-54-008,A6402-0602-00,7,6,9,12,10,12,11,20,27,16,17,25,17,14,9,5,9,2,2,0,0,107Y06M
