鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
楠梓區,房地(土地+建物)+車位,高雄市楠梓區藍昌路241~270號,10.86,住,,,1070802,土地1建物2車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070130,72.54,1,1,1,有,有,3580000,49352,坡道機械,5.98,0,,RPROMLRKQHNFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區藍昌路271~300號,9.83,住,,,1070802,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070130,69.87,1,1,1,有,有,3150000,45084,,0,0,,RPTOMLRKQHNFFEE76CA
左營區,房地(土地+建物),高雄市左營區新莊一路211~240號,14.18,住,,,1070711,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861128,103.51,3,2,2,有,有,3800000,36711,,0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLRKQHNFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區裕誠路451~480號,72,住,,,1070717,土地2建物1車位2,三層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,780523,474.95,0,0,0,無,有,21000000,44215,坡道平面,0,0,,RPRNMLKLQHNFFEE48CA
左營區,房地(土地+建物),高雄市左營區大中二路241~270號,10.5,住,,,1070720,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960112,81.26,2,1,1,有,有,3900000,47994,,0,0,,RPWPMLRLQHNFFEE27CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路220巷63弄1~30號,17.53,住,,,1070715,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820403,106.41,3,2,2,有,有,2970000,27911,,0,0,,RPTOMLNLQHNFFEE09CA
左營區,房地(土地+建物),高雄市左營區翠華路601~630號,24.04,住,,,1070724,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,880303,157.59,3,2,2,有,有,4900000,31093,,0,0,,RPSPMLMLQHNFFEE98CA
三民區,房地(土地+建物),高雄市三民區褒揚東街162巷31~60號,14.64,住,,,1070722,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,96.33,2,2,1,有,有,6700000,69553,,0,0,,RPWNMLRLQHNFFDE96CA
三民區,房地(土地+建物),高雄市三民區建國二路91~120號,3.89,商,,,1070806,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830629,41.24,1,1,1,有,有,1000000,24248,,0,0,,RPVNMLPJRHNFFDE56CA
三民區,房地(土地+建物)+車位,高雄市三民區臥龍路61~90號,3.65,住,,,1070511,土地2建物1車位1,地下一層，地下二層,十七層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,790927,38.74,0,0,0,無,有,1350000,0,坡道平面,38.74,1350000,"單獨車位交易。;主要用途為辦公室,店鋪,目前作為停車位使用",RPOOMLOJRHNFFDE48CA
三民區,房地(土地+建物),高雄市三民區民族一路100巷1~30號,4.14,商,,,1070716,土地1建物1車位0,十九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219,75.12,2,1,1,有,有,3460000,46060,,0,0,,RPVNMLQKQHNFFDE66CA
三民區,房地(土地+建物),高雄市三民區山東街61~90號,48,住,,,1070621,土地1建物1車位0,全,二層,透天厝,,加強磚造,560330,94.18,2,2,2,有,無,7000000,74326,,0,0,含增建或未登記建物。;,RPWNMLRKQHNFFDE86CA
三民區,房地(土地+建物),高雄市三民區中庸街179巷1~30號,56,住,,,1070726,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,661020,103.14,7,1,3,有,無,10400000,100834,,0,0,增建四樓,RPWNMLLLQHNFFDE98CA
三民區,房地(土地+建物),高雄市三民區鼎新路199巷1~30號,1.93,商,,,1070806,土地1建物1車位0,十一層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,970514,20.47,1,1,1,有,有,1150000,56180,,0,0,,RPQNMLKLQHNFFDE28CA
三民區,房地(土地+建物),高雄市三民區金鼎路370巷31~60號,27.65,住,,,1070726,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,800402,157.88,3,2,2,有,有,5500000,34837,,0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLKLQHNFFDE58CA
三民區,房地(土地+建物),高雄市三民區民豐路31~60號,21.4,其他,,,1070625,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,691126,79.39,3,2,2,有,無,1750000,22043,,0,0,親友、員工或其他特殊關係間之交易。;本案依土地法34條之1共有人優先承買,RPOOMLKLQHNFFDE18CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路543巷1~30號,18.05,住,,,1070707,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860124,162.67,4,2,3,有,有,6700000,41188,坡道平面,0,0,,RPPOMLKLQHNFFDE28CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區林森四路151~180號,23.1,住,,,1070806,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941028,147.4,3,2,2,有,有,9800000,66486,坡道平面,0,0,,RPROMLLKRHNFFCE48CA
小港區,房地(土地+建物)+車位,高雄市小港區永順街151~180號,11.65,商,,,1070806,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060809,173.24,3,2,2,有,有,8120000,46871,坡道平面,22.69,0,,RPRNMLKLQHNFFCE28CA
小港區,房地(土地+建物),高雄市小港區永順街151~180號,4.82,商,,,1070806,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060809,72.32,2,2,1,有,有,3380000,46737,,0,0,,RPSNMLKLQHNFFCE38CA
小港區,房地(土地+建物),高雄市小港區下橫路1~30號,82,住,,,1070807,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,691004,170.4,4,2,3,有,無,6750000,39613,,0,0,有增建,RPPNMLTLQHNFFCE98CA
前鎮區,房地(土地+建物),高雄市前鎮區瑞春街69巷31~60號,50,住,,,1070712,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,691212,125.59,4,1,3,有,無,6000000,47775,,0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLTLQHNFFCE98CA
前鎮區,房地(土地+建物),高雄市前鎮區瑞南街31~60號,9.87,住,,,1070731,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991221,86.06,2,2,1,有,無,4700000,54613,,0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLTLQHNFFCE96CA
前鎮區,房地(土地+建物),高雄市前鎮區復興三路121~150號,16.12,商,,,1070707,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,721215,80.84,2,2,1,有,無,3750000,46388,,0,0,含增建或未登記建物。;,RPPOMLNJRHNFFCE38CA
小港區,房地(土地+建物)+車位,高雄市小港區中安路301~330號,22.18,住,,,1070807,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060829,138.74,3,2,2,有,有,6030000,43463,坡道機械,13.53,0,,RPOOMLRKQHNFFCE68CA
小港區,房地(土地+建物)+車位,高雄市小港區中安路301~330號,17,住,,,1070807,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060829,104.9,2,2,1,有,有,4530000,43184,坡道機械,13.53,0,,RPPOMLRKQHNFFCE78CA
小港區,房地(土地+建物),高雄市小港區中安路301~330號,11.52,住,,,1070807,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060829,74.27,2,2,1,有,有,3380000,45510,,0,0,,RPROMLRKQHNFFCE98CA
小港區,房地(土地+建物),高雄市小港區高坪十三街181~210號,101.93,住,,,1070716,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,941011,160.12,5,2,4,有,無,6800000,42468,,0,0,,RPXOMLRKQHNFFCE96CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區保泰路331~360號,13.15,商,,,1070726,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790522,155.67,3,2,2,有,有,5300000,34046,坡道平面,0,0,,RPQPMLRKQHNFFCE98CA
苓雅區,房地(土地+建物),高雄市苓雅區四維四路211~240號,6.35,商,,,1070728,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070621,86.83,2,2,2,有,有,7100000,81769,,0,0,,RPQNMLTJRHNFFBE88CA
苓雅區,房地(土地+建物),高雄市苓雅區漢昌街23巷1~30號,39,住,,,1070806,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,670918,95.03,3,2,2,有,無,3500000,36830,,0,0,,RPTNMLLMQHNFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區林森二路31~60號,70,商,,,1070619,土地1建物1車位0,全,三層,透天厝,,加強磚造,630311,178.48,3,3,3,有,無,15300000,85724,,0,0,,RPVNMLKLQHNFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區建國一路120巷3弄1~30號,20.94,住,,,1070726,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,680726,57.88,2,1,1,有,無,3300000,57015,,0,0,,RPROMLKLQHNFFBE28CA
苓雅區,房地(土地+建物),高雄市苓雅區正言路96巷1~30號,41.88,住,,,1070702,土地2建物2車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,680726,115.76,4,2,2,有,無,7850000,67813,,0,0,"有增建,2戶有打通",RPPOMLOLQHNFFBE48CA
新興區,房地(土地+建物),高雄市新興區仁愛一街291巷1~30號,11.68,住,,,1070730,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),,鋼筋混凝土造,690802,111.96,2,2,1,有,有,4250000,37960,,0,0,,RPQNMLRLQHNFFBE78CA
苓雅區,房地(土地+建物),高雄市苓雅區福建街301~330號,27.05,其他,,,1070716,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,770627,238.06,4,2,2,有,有,11500000,48307,,0,0,,RPXNMLMLQHNFFBE98CA
苓雅區,房地(土地+建物),高雄市苓雅區凱旋二路143巷1~30號,18.13,住,,,1070715,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820208,130.75,3,2,2,有,有,6700000,51243,,0,0,含增建或未登記建物。,RPWOMLRKQHNFFBE76CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區海邊路1~30號,33.18,商,,,1070620,土地1建物1車位3,十一層,二十八層,辦公商業大樓,商業用,見其他登記事項,810914,617.89,8,1,0,有,有,31700000,51304,坡道平面,0,0,含增建或未登記建物。,RPPNMLSKQHNFFBE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路1~30號,33.52,住,,,1070525,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050713,261.06,3,2,2,有,有,27880000,106795,坡道平面,33.85,0,,RPTNMLKMQHNFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路1~30號,7.88,商,,,1070720,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,86.88,2,2,1,有,有,5980000,68831,坡道機械,9.44,0,,RPUNMLMLQHNFFAE58CA
前金區,房地(土地+建物),高雄市前金區中正四路91~120號,8.47,商,,,1070806,土地3建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,661230,100.02,3,2,2,有,有,4200000,41992,,0,0,,RPPNMLKLQHNFFAE87CA
鹽埕區,房地(土地+建物),高雄市鹽埕區府北路1~30號,2.1,商,,,1070803,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,691117,23.89,1,1,1,有,有,480000,20092,,0,0,,RPQNMLRKQHNFFAE58CA
鹽埕區,房地(土地+建物),高雄市鹽埕區府北路31~60號,2.78,商,,,1070803,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,690618,32.26,1,1,1,有,無,780000,24179,,0,0,,RPTNMLQKQHNFFAE78CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路271~300號,9.27,商,,,1070721,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941028,90.96,2,2,1,有,有,5000000,54969,升降機械,6.77,0,含增建或未登記建物。,RPPNMLTKQHNFFAE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水路181~210號,21.91,住,,,1070801,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950608,136.45,3,2,2,有,有,7500000,54965,坡道機械,7.31,0,,RPVNMLRKQHNFFAE09CA
鼓山區,房地(土地+建物),高雄市鼓山區中華一路29巷24弄31~60號,43.3,住,,,1070715,土地11建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,660315,77.95,3,2,2,有,無,3500000,44901,,0,0,,RPRNMLLLQHNFFAE18CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華榮路421~450號,20.9,住,,,1070716,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850925,151.99,3,2,2,有,有,6500000,42766,坡道平面,0,0,,RPSNMLMLQHNFFAE38CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山一路161巷1~30號,105.54,住,,,1070723,土地1建物1車位0,全,五層,透天厝,見其它登記事項,見其它登記事項,1070103,385.32,6,2,5,有,無,26000000,67476,,0,0,,RPPNMLRLQHNFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路61~90號,22.94,住,,,1070718,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951013,169.42,3,2,2,有,有,10500000,61976,坡道平面,15.49,0,,RPWNMLMLQHNFFAE78CA
鼓山區,房地(土地+建物),高雄市鼓山區河西一路1561~1590號,80.05,住,,,1070615,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,920326,291.95,6,2,5,有,無,22000000,75355,,0,0,含增建或未登記建物。登記兩人,RPOOMLOJRHNFFAE18CA
鼓山區,房地(土地+建物),高雄市鼓山區新疆路56巷1~30號,26.3,住,,,1070712,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,740831,95.81,3,2,2,有,無,3000000,31312,,0,0,,RPPNMLLKRHNFFAE97CA
鼓山區,房地(土地+建物),高雄市鼓山區華榮路541~570號,66,其他,,,1061130,土地1建物1車位0,一層，二層，三層，四層，五層，防空避難室，騎樓,五層,店面(店鋪),,鋼筋混凝土造,741130,264.15,5,2,4,有,無,11000000,41643,,0,0,,RPQNMLPJRHNFFAE38CA
苓雅區,房地(土地+建物),高雄市苓雅區興中一路241~270號,42.51,商,,,1070705,土地2建物1車位0,一層，二層，騎樓，地下層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,690129,143.1,0,0,0,無,無,8050000,56254,,0,0,,RPSNMLRLQHNFFBE98CA
苓雅區,房地(土地+建物),高雄市苓雅區廣東一街69巷1~30號,31.01,住,,,1070801,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,700403,81.37,3,2,1,有,無,1800000,22121,,0,0,含增建或未登記建物。;,RPQNMLTLQHNFFBE98CA
苓雅區,房地(土地+建物),高雄市苓雅區意誠里三多四路61~90號,2.94,商,,,1070801,土地2建物1車位0,十三層,十九層,套房(1房1廳1衛),,鋼筋混凝土造,790530,39.75,1,1,1,有,有,1100000,27673,,0,0,,RPSOMLKLQHNFFBE38CA
新興區,房地(土地+建物),高雄市新興區七賢二路61~90號,56.94,商,,,1051130,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,730320,586.61,7,3,7,有,有,23000000,39208,,0,0,,RPSNMLLLQHNFFBE38CA
苓雅區,房地(土地+建物),高雄市苓雅區建國一路62巷1~30號,104.74,住,,,1070712,土地2建物1車位0,一層，二層，三層，四層，五層，騎樓,五層,店面(店鋪),,鋼筋混凝土造,690507,316.5,0,0,0,無,無,11500000,36335,,0,0,含增建或未登記建物。;透天式店面。,RPUNMLKLQHNFFBE48CA
新興區,房地(土地+建物),高雄市新興區明星街61~90號,12.74,商,,,1070710,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),,鋼筋混凝土造,720813,132.27,3,2,2,有,有,3200000,24193,,0,0,,RPPNMLNJRHNFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區正義路1~30號,17.76,住,,,1070719,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820511,118.83,3,2,2,有,無,4200000,35345,,0,0,,RPOOMLPJRHNFFBE38CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,4.02,商,,,1070725,土地1建物1車位1,二十四層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421,114.03,2,2,1,有,有,3650000,30578,坡道平面,12.65,550000,,RPUNMLKKRHNFFBE48CA
新興區,房地(土地+建物),高雄市新興區民主路31~60號,73,商,,,1070713,土地1建物1車位0,全,二層,透天厝,,加強磚造,480709,117,5,2,2,有,無,10460000,89402,,0,0,,RPOOMLRJRHNFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區永明街1~30號,183,住,,,1070803,土地1建物1車位0,全,三層,透天厝,,加強磚造,631009,347.61,4,2,3,有,無,10500000,30206,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLRKRHNFFBE88CA
前鎮區,房地(土地+建物),高雄市前鎮區廣東三街152巷1~30號,58.87,住,,,1070807,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,751229,162.2,4,1,3,有,無,3705566,22846,,0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLRKQHNFFCE09CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區永豐路151~180號,14.9,商,,,1070714,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1061211,158.06,3,2,2,有,有,8500000,57650,坡道平面,29.7,1100000,,RPPPMLOJRHNFFCE58CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區永豐路151~180號,14.9,商,,,1070722,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1061211,155.56,3,2,2,有,有,8800000,56092,坡道平面,27.2,1600000,,RPRPMLOJRHNFFCE78CA
小港區,房地(土地+建物)+車位,高雄市小港區桂陽路241~270號,19.63,住,,,1070721,土地1建物2車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810731,122.95,3,2,2,有,有,4300000,34974,坡道平面,0,0,買賣雙方因車位及漏水問題再買回,RPVNMLTLQHNFFCE96CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路181~210號,19.34,商,,,1070726,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960109,218.18,4,2,2,有,有,12500000,55545,坡道平面,16.54,1300000,,RPPNMLTKQHNFFCE88CA
小港區,房地(土地+建物),高雄市小港區桂誠街1~30號,10.89,商,,,1070804,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1051017,79.02,2,1,1,有,有,3850000,48722,,0,0,,RPQOMLMKRHNFFCE48CA
三民區,房地(土地+建物),高雄市三民區建工路814巷1~30號,8.51,住,,,1070806,土地2建物1車位0,六層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830215,36.01,1,1,1,有,有,1300000,36101,,0,0,,RPTOMLKLQHNFFDE68CA
三民區,房地(土地+建物),高雄市三民區市中一路456巷1~30號,33.67,住,,,1070722,土地1建物1車位0,五層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,741118,107.51,3,2,2,有,有,3200000,29765,,0,0,,RPVOMLRKQHNFFDE86CA
三民區,房地(土地+建物),高雄市三民區大興街43巷18弄1~30號,34.8,住,,,1070715,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710202,79.29,4,2,3,有,無,4300000,54231,,0,0,,RPPPMLRKQHNFFDE98CA
三民區,房地(土地+建物),高雄市三民區北平二街5巷1~30號,9.52,商,,,1070722,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,701119,97.24,3,2,2,有,有,4100000,42164,,0,0,,RPPNMLSKQHNFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區寶玉里大豐二路481~510號,5.93,商,,,1070728,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850729,81.55,2,1,2,有,有,2500000,30656,坡道機械,0,0,,RPPOMLLLQHNFFDE38CA
三民區,房地(土地+建物),高雄市三民區裕誠路31~60號,12.52,住,,,1070711,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860709,121.05,3,2,2,有,有,4930000,40727,,0,0,,RPTOMLOJRHNFFDE98CA
三民區,房地(土地+建物),高雄市三民區同盟三路271~300號,8.14,住,,,1070719,土地1建物1車位0,十七層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830728,116.47,3,2,2,有,有,4000000,34344,,0,0,,RPVNMLLMQHNFFDE98CA
三民區,房地(土地+建物),高雄市三民區和順街91~120號,9.74,商,,,1070730,土地1建物1車位0,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850913,125.83,3,2,2,有,有,4900000,38941,,0,0,,RPPNMLLMQHNFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區重慶街91~120號,32.95,住,,,1070807,土地2建物1車位1,三層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,780413,200.12,4,1,2,有,有,3600000,17989,坡道平面,0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRLQHNFFDE56CA
三民區,房地(土地+建物),高雄市三民區本和街70巷1~30號,80.39,住,,,1070716,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,891118,230.42,5,2,5,有,無,5500000,23869,,0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLKMQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區河北二路91~120號,3.45,商,,,1070723,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,800314,39.27,1,1,1,有,有,1500000,38197,,0,0,,RPVNMLNLQHNFFDE09CA
三民區,房地(土地+建物),高雄市三民區義昌路31~60號,3.62,商,,,1070723,土地1建物1車位0,八層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,880728,36.93,1,1,1,有,有,1450000,39263,,0,0,,RPWNMLMLQHNFFDE09CA
三民區,房地(土地+建物),高雄市三民區黃興路353巷1~30號,61,住,,,1070723,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,750304,173.79,4,2,3,有,無,8900000,51211,,0,0,全新翻修整理,RPWNMLNKRHNFFDE56CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路271~300號,10.73,住,,,1070731,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,78.61,2,1,1,有,有,4680000,59534,,0,0,含裝潢,RPRNMLPLQHNFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區大學二十五路271~300號,11.89,住,,,1070801,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,87.2,2,1,1,有,有,4880000,55963,,0,0,,RPSNMLPLQHNFFEE09CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路241~270號,20.94,住,,,1070717,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,153.45,3,2,2,有,有,8050000,52460,坡道機械,13.54,0,,RPTNMLPLQHNFFEE56CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路241~270號,20.94,住,,,1070731,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,153.45,3,2,2,有,有,8800000,57348,坡道機械,13.54,0,,RPUNMLPLQHNFFEE66CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路241~270號,22.4,住,,,1070801,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,164.3,3,2,2,有,有,8800000,53561,坡道平面,24.62,0,,RPVNMLPLQHNFFEE76CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十五路241~270號,20.9,住,,,1070801,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070213,153.21,3,2,2,有,有,8300000,54174,坡道機械,13.54,0,,RPWNMLPLQHNFFEE86CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路301~330號,7.37,商,,,1070807,土地1建物1車位1,十九層,二十八層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070331,136.66,2,2,2,有,有,9220000,67467,坡道平面,33.26,0,,RPXNMLPLQHNFFEE96CA
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路301~330號,10.58,商,,,1070803,土地1建物1車位1,七層,二十八層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070331,196.87,3,2,2,有,有,12200000,61970,坡道平面,29.11,0,,RPOOMLPLQHNFFEE78CA
楠梓區,房地(土地+建物),高雄市楠梓區清豐路151~180號,84.68,住,,,1060604,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1070716,223.88,4,1,4,有,無,14900000,66554,,0,0,,RPPNMLRLQHNFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區清豐路151~180號,73.04,住,,,1070301,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1070716,225.04,4,1,4,有,無,15100000,67099,,0,0,,RPRNMLRLQHNFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區朝明路121~150號,85,住,,,1070715,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,700530,186.11,5,3,3,有,無,10680000,57385,,0,0,有增建,RPTNMLOLQHNFFEE09CA
