CODE2,CODE1,CODEBASE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
A6404-27,A6404-27-001,A6404-0287-00,122.73,2.49,14679.91,38.68,13.21,25.47,192.86,107Y12M
A6404-27,A6404-27-002,A6404-0295-00,93.88,2.21,25899.77,25,19.74,5.26,26.67,107Y12M
A6404-27,A6404-27-002,A6404-0315-00,96.62,2.69,25523.87,29.91,14.29,15.63,109.38,107Y12M
A6404-27,A6404-27-003,A6404-0329-00,88.71,2.62,64910.87,24.25,15.58,8.67,55.68,107Y12M
A6404-27,A6404-27-004,A6404-0338-00,92.42,2.44,20306.19,25.74,12.87,12.87,100,107Y12M
A6404-27,A6404-27-004,A6404-0347-00,98.77,2.82,60577.48,25.29,14.01,11.28,80.56,107Y12M
A6404-27,A6404-27-005,A6404-0354-00,113.64,2.47,19785.33,39.41,16.1,23.31,144.74,107Y12M
A6404-27,A6404-27-006,A6404-0345-00,101.89,2.18,9277.46,32.1,18.52,13.58,73.33,107Y12M
A6404-27,A6404-27-006,A6404-0375-00,107.55,2.29,14486.37,44.74,9.21,35.53,385.71,107Y12M
A6404-27,A6404-27-006,A6404-0409-00,123.3,2.3,11823.96,30.68,11.36,19.32,170,107Y12M
A6404-27,A6404-27-007,A6404-0368-00,88.16,2.55,14208.41,43,18,25,138.89,107Y12M
A6404-27,A6404-27-007,A6404-0403-00,123.73,2.24,3065.95,23.36,8.41,14.95,177.78,107Y12M
A6404-28,A6404-28-001,A6404-0324-00,85.15,2.41,37208.88,21.84,9.77,12.07,123.53,107Y12M
A6404-28,A6404-28-002,A6404-0311-00,100,2.3,18952.11,26.03,9.59,16.44,171.43,107Y12M
A6404-28,A6404-28-002,A6404-0330-00,100.58,2.57,38408.61,23.66,13.26,10.39,78.38,107Y12M
A6404-28,A6404-28-003,A6404-0322-00,104.23,2.42,54330.71,27.19,15.79,11.4,72.22,107Y12M
A6404-28,A6404-28-003,A6404-0332-00,89.19,2.41,22769.1,29.63,11.11,18.52,166.67,107Y12M
A6404-28,A6404-28-003,A6404-0339-00,75,2.44,33494.84,31.25,8.75,22.5,257.14,107Y12M
A6404-28,A6404-28-004,A6404-0326-00,84.27,2.6,89056.86,17.14,7.14,10,140,107Y12M
A6404-28,A6404-28-004,A6404-0341-00,108.47,2.62,38449.52,35.16,10.99,24.18,220,107Y12M
A6404-28,A6404-28-004,A6404-0348-00,88.37,2.25,37463.77,37.29,20.34,16.95,83.33,107Y12M
A6404-28,A6404-28-005,A6404-0346-00,124.49,2.2,35305.89,27.91,6.98,20.93,300,107Y12M
A6404-28,A6404-28-005,A6404-0358-00,107.19,2.53,62011.72,18.03,6.15,11.89,193.33,107Y12M
A6404-28,A6404-28-006,A6404-0376-00,76.82,2.62,108694.59,19.73,7.62,12.11,158.82,107Y12M
A6404-28,A6404-28-007,A6404-0380-00,107.22,2.41,78962.16,15.12,7.41,7.72,104.17,107Y12M
A6404-28,A6404-28-008,A6404-0362-00,96.15,2.43,36256.85,18.6,3.49,15.12,433.33,107Y12M
A6404-28,A6404-28-008,A6404-0378-00,159.26,2.12,25200.84,22.81,10.53,12.28,116.67,107Y12M
A6404-28,A6404-28-008,A6404-0387-00,83,2.58,64641.46,27.08,9.72,17.36,178.57,107Y12M
A6404-29,A6404-29-001,A6404-0299-00,75.28,2.74,32075.74,34.48,12.93,21.55,166.67,107Y12M
A6404-29,A6404-29-001,A6404-0302-00,84.08,2.45,65935.48,17.96,8.16,9.8,120,107Y12M
A6404-29,A6404-29-002,A6404-0321-00,102.22,2.68,43605.41,28.17,11.27,16.9,150,107Y12M
A6404-29,A6404-29-002,A6404-0333-00,107.87,2.53,29982.48,26.71,12.33,14.38,116.67,107Y12M
A6404-29,A6404-29-003,A6404-0363-00,86.7,2.54,47894.35,23.05,12.01,11.04,91.89,107Y12M
A6404-29,A6404-29-004,A6404-0364-00,90.59,2.43,78691.15,15.64,7.19,8.46,117.65,107Y12M
A6404-29,A6404-29-005,A6404-0365-00,105.74,2.37,18304,24.26,11.39,12.87,113.04,107Y12M
A6404-29,A6404-29-006,A6404-0404-00,93.06,2.42,104359.67,19.83,8.1,11.72,144.68,107Y12M
A6404-30,A6404-30-001,A6404-0314-00,87.58,2.32,57679.07,17.51,7.78,9.73,125,107Y12M
A6404-30,A6404-30-001,A6404-0357-00,111.86,2.36,37002.16,23.76,10.4,13.37,128.57,107Y12M
A6404-30,A6404-30-002,A6404-0351-00,103.76,2.55,45744.71,21.23,8.94,12.29,137.5,107Y12M
A6404-30,A6404-30-003,A6404-0353-00,93.14,2.26,29773.02,17.26,8.93,8.33,93.33,107Y12M
A6404-30,A6404-30-003,A6404-0361-00,100.88,2.34,38158.8,15.82,4.59,11.22,244.44,107Y12M
A6404-30,A6404-30-004,A6404-0344-00,113.04,2.33,5700.13,22.5,17.5,5,28.57,107Y12M
A6404-30,A6404-30-004,A6404-0367-00,86.36,2.59,80814.77,23.62,11.06,12.56,113.64,107Y12M
A6404-30,A6404-30-004,A6404-0381-00,87.2,2.54,78484.67,27.87,17.49,10.38,59.38,107Y12M
A6404-30,A6404-30-005,A6404-0391-00,102.74,2.96,48488.03,18.4,8,10.4,130,107Y12M
A6404-30,A6404-30-005,A6404-0394-00,91.89,2.18,31720.81,18.33,9.17,9.17,100,107Y12M
A6404-30,A6404-30-006,A6404-0379-00,0,1,251.71,0,0,0,0,107Y12M
A6404-30,A6404-30-006,A6404-0386-00,121.88,2.37,23894.71,20.34,3.39,16.95,500,107Y12M
A6404-30,A6404-30-006,A6404-0396-00,91.22,2.19,14907.96,21.46,11.16,10.3,92.31,107Y12M
A6404-30,A6404-30-007,A6404-0402-00,90.14,2.55,11911.66,20.54,10.71,9.82,91.67,107Y12M
A6404-30,A6404-30-007,A6404-0406-00,94.85,2.66,23565.28,18.87,9.43,9.43,100,107Y12M
A6404-32,A6404-32-001,A6404-0260-00,79.19,2.51,58863.8,24.92,13.25,11.67,88.1,107Y12M
A6404-32,A6404-32-002,A6404-0272-00,95.89,2.51,172160.66,23.29,13.88,9.41,67.8,107Y12M
A6404-32,A6404-32-003,A6404-0279-00,116.48,2.53,91266.97,31.33,17.33,14,80.77,107Y12M
A6404-32,A6404-32-004,A6404-0291-00,97.06,2.64,21387.55,50,8.96,41.04,458.33,107Y12M
A6404-32,A6404-32-004,A6404-0308-00,83.33,2.54,5652.37,57.14,14.29,42.86,300,107Y12M
A6404-32,A6404-32-005,A6404-0309-00,188.61,1.23,80555.26,16.52,2.56,13.97,546.67,107Y12M
A6404-32,A6404-32-006,A6404-0335-00,104.9,2.25,15472.57,34.84,20.65,14.19,68.75,107Y12M
A6404-32,A6404-32-006,A6404-0421-00,98.75,2.24,6397.37,32.5,6.67,25.83,387.5,107Y12M
A6404-32,A6404-32-006,A6404-0463-00,145.45,2.7,2695.39,58.82,29.41,29.41,100,107Y12M
A6404-33,A6404-33-001,A6404-0205-00,100,2,858.34,14.29,14.29,0,0,107Y12M
A6404-33,A6404-33-001,A6404-0217-00,75.41,2.28,42542.9,19.78,11.19,8.58,76.67,107Y12M
A6404-33,A6404-33-002,A6404-0229-00,80.65,2.59,121682.09,25.84,12.64,13.2,104.44,107Y12M
A6404-33,A6404-33-003,A6404-0235-00,89.05,2.56,32573.93,23.92,14.11,9.81,69.49,107Y12M
A6404-33,A6404-33-004,A6404-0268-00,105,2.73,2214.74,41.38,20.69,20.69,100,107Y12M
A6404-33,A6404-33-004,A6404-0281-00,166.67,2.67,924.32,100,75,25,33.33,107Y12M
A6404-33,A6404-33-004,A6404-0306-00,72.66,2.33,32137.45,38.99,35.22,3.77,10.71,107Y12M
A6404-33,A6404-33-004,A6404-0317-00,86.9,2.2,23657.01,40.05,26.87,13.18,49.04,107Y12M
A6404-33,A6404-33-004,A6404-0331-00,110.34,1.83,19464.2,30.71,25.71,5,19.44,107Y12M
A6404-33,A6404-33-005,A6404-0457-00,95.15,2.08,30189.51,26.45,15.7,10.74,68.42,107Y12M
A6404-33,A6404-33-006,A6404-0475-00,85.06,3.22,13321.48,34.17,24.17,10,41.38,107Y12M
A6404-33,A6404-33-006,A6404-0486-00,87.5,2.88,35307.22,30.81,22.67,8.14,35.9,107Y12M
A6404-33,A6404-33-007,A6404-0470-00,96.59,2.51,8167.56,34.11,12.4,21.71,175,107Y12M
A6404-33,A6404-33-007,A6404-0525-00,88.35,2.26,17051.23,37.1,27.21,9.89,36.36,107Y12M
A6404-34,A6404-34-001,A6404-0200-00,132.65,2.92,10804.95,29.55,11.36,18.18,160,107Y12M
A6404-34,A6404-34-001,A6404-0210-00,89.47,3.6,8976.4,42.11,23.68,18.42,77.78,107Y12M
A6404-34,A6404-34-002,A6404-0225-00,120.93,2.79,16077.99,31.94,16.67,15.28,91.67,107Y12M
A6404-34,A6404-34-002,A6404-0232-00,89.66,2.75,15087.73,37.5,25,12.5,50,107Y12M
A6404-34,A6404-34-002,A6404-0238-00,103.92,3.06,19737.91,33.33,14.1,19.23,136.36,107Y12M
A6404-34,A6404-34-003,A6404-0239-00,83.33,3.36,24180.33,32.97,17.58,15.38,87.5,107Y12M
A6404-34,A6404-34-003,A6404-0240-00,86.79,2.54,18300.18,26.92,14.1,12.82,90.91,107Y12M
A6404-34,A6404-34-004,A6404-0256-00,91.79,2.71,27051.2,30.77,17.13,13.64,79.59,107Y12M
A6404-34,A6404-34-005,A6404-0285-00,96.95,2.67,12031.84,30.77,14.57,16.19,111.11,107Y12M
A6404-34,A6404-34-006,A6404-0288-00,99.51,2.61,35764.89,27.19,12.81,14.38,112.2,107Y12M
A6404-34,A6404-34-007,A6404-0340-00,89.58,2.7,9360.53,38.58,17.77,20.81,117.14,107Y12M
A6404-34,A6404-34-008,A6404-0527-00,183.33,3.4,525.63,70,70,0,0,107Y12M
A6404-35,A6404-35-001,A6404-0390-00,80.32,2.64,81499.82,23.01,7.95,15.07,189.66,107Y12M
A6404-35,A6404-35-002,A6404-0397-00,94.12,2.15,15237.72,22.22,17.28,4.94,28.57,107Y12M
A6404-35,A6404-35-002,A6404-0410-00,100,2.6,19458.84,32.26,14.52,17.74,122.22,107Y12M
A6404-35,A6404-35-003,A6404-0407-00,107.02,2.47,66988.79,19.06,10.5,8.56,81.54,107Y12M
A6404-35,A6404-35-004,A6404-0414-00,89.36,2.25,9245.52,29.93,5.84,24.09,412.5,107Y12M
A6404-35,A6404-35-005,A6404-0424-00,88.02,2.63,181062.18,18.6,9.01,9.59,106.45,107Y12M
A6404-35,A6404-35-006,A6404-0435-00,91.24,2.41,113542.27,27.06,18.13,8.93,49.25,107Y12M
A6404-36,A6404-36-001,A6404-0342-00,98.84,2.38,8563.52,41.32,11.57,29.75,257.14,107Y12M
A6404-36,A6404-36-001,A6404-0366-00,157.14,3,4414.32,33.33,14.81,18.52,125,107Y12M
A6404-36,A6404-36-002,A6404-0373-00,138.98,2.52,16804.07,39.6,12.87,26.73,207.69,107Y12M
A6404-36,A6404-36-002,A6404-0398-00,108.2,2.31,38744.46,33.68,14.74,18.95,128.57,107Y12M
A6404-36,A6404-36-002,A6404-0399-00,94.94,2.91,12074.11,48.08,16.35,31.73,194.12,107Y12M
A6404-36,A6404-36-002,A6404-0415-00,0,1,298.48,0,0,0,0,107Y12M
A6404-36,A6404-36-003,A6404-0405-00,100,2.67,13327.06,56.96,23.42,33.54,143.24,107Y12M
A6404-36,A6404-36-004,A6404-0383-00,81.91,3,21426.93,50,23.68,26.32,111.11,107Y12M
A6404-36,A6404-36-004,A6404-0389-00,96.67,2.95,15992.29,31.11,8.89,22.22,250,107Y12M
A6404-36,A6404-36-004,A6404-0408-00,95.92,2.82,16686.43,39.13,18.84,20.29,107.69,107Y12M
A6404-36,A6404-36-004,A6404-0427-00,136.36,1.79,9974.12,48.57,11.43,37.14,325,107Y12M
A6404-36,A6404-36-005,A6404-0416-00,98.58,2.39,29350,45.17,17.24,27.93,162,107Y12M
A6404-36,A6404-36-006,A6404-0436-00,116.67,2.47,29424.55,46.15,20.12,26.04,129.41,107Y12M
A6404-36,A6404-36-006,A6404-0448-00,118.6,3.13,15021.14,42.42,18.18,24.24,133.33,107Y12M
A6404-36,A6404-36-007,A6404-0476-00,95.65,2.33,28928.7,35.78,25.43,10.34,40.68,107Y12M
A6404-36,A6404-36-007,A6404-0493-00,98.77,2.93,18415.79,35.29,17.65,17.65,100,107Y12M
A6404-36,A6404-36-008,A6404-0472-00,58.7,2.21,38933.13,19.67,13.11,6.56,50,107Y12M
A6404-36,A6404-36-008,A6404-0497-00,108.43,2.79,13254.07,38.4,12,26.4,220,107Y12M
A6404-37,A6404-37-001,A6404-0429-00,84.21,2.43,47022.18,26.61,17.83,8.79,49.28,107Y12M
A6404-37,A6404-37-002,A6404-0431-00,98.89,2.51,27986.83,21.95,7.92,14.03,177.14,107Y12M
A6404-37,A6404-37-003,A6404-0440-00,103.7,2.75,16573.85,44.1,30.57,13.54,44.29,107Y12M
A6404-37,A6404-37-004,A6404-0444-00,105.45,2.24,27566.09,24.18,10.99,13.19,120,107Y12M
A6404-37,A6404-37-004,A6404-0456-00,91.14,2.07,25707.35,25.83,10.83,15,138.46,107Y12M
A6404-37,A6404-37-005,A6404-0450-00,110.22,2.54,44280.71,26.95,13.64,13.31,97.62,107Y12M
A6404-37,A6404-37-006,A6404-0466-00,84.29,2.46,39069.82,31.63,13.78,17.86,129.63,107Y12M
A6404-37,A6404-37-007,A6404-0479-00,108.02,2.5,41550.79,25.87,9.47,16.4,173.17,107Y12M
A6404-38,A6404-38-001,A6404-0437-00,98.63,2.74,17539.59,38.76,15.31,23.44,153.13,107Y12M
A6404-38,A6404-38-001,A6404-0438-00,84.85,1.73,55515.65,21.19,18.54,2.65,14.29,107Y12M
A6404-38,A6404-38-002,A6404-0464-00,87.1,2.26,33759.67,43.8,13.64,30.17,221.21,107Y12M
A6404-38,A6404-38-003,A6404-0458-00,98.68,2.96,20043.03,32.46,14.91,17.54,117.65,107Y12M
A6404-38,A6404-38-003,A6404-0482-00,106.12,2.59,34783.55,38.36,13.01,25.34,194.74,107Y12M
A6404-38,A6404-38-004,A6404-0454-00,108.7,2.82,35131.91,38.46,15.38,23.08,150,107Y12M
A6404-38,A6404-38-004,A6404-0485-00,74.62,2.36,40317.69,28.98,10.23,18.75,183.33,107Y12M
A6404-38,A6404-38-005,A6404-0468-00,80.56,2.83,25063.69,41.3,11.96,29.35,245.45,107Y12M
A6404-38,A6404-38-005,A6404-0480-00,56.52,2.12,13080.16,9.09,3.03,6.06,200,107Y12M
A6404-38,A6404-38-005,A6404-0498-00,105.97,2.16,24771.64,38,34,4,11.76,107Y12M
A6404-38,A6404-38-006,A6404-0481-00,86.44,2.75,29548.12,35.8,18.52,17.28,93.33,107Y12M
A6404-38,A6404-38-006,A6404-0495-00,90.91,2.03,9192.33,16.67,7.41,9.26,125,107Y12M
A6404-38,A6404-38-006,A6404-0506-00,95.88,3.06,29253.48,35.71,21.43,14.29,66.67,107Y12M
A6404-38,A6404-38-006,A6404-0517-00,105.13,3.02,22697.62,32.23,19.83,12.4,62.5,107Y12M
A6404-38,A6404-38-007,A6404-0540-00,117.58,3.09,22561.55,29.41,13.07,16.34,125,107Y12M
A6404-38,A6404-38-007,A6404-0562-00,122.45,2.37,17949.71,34.57,8.64,25.93,300,107Y12M
A6404-39,A6404-39-001,A6404-0293-00,125,2.45,106.42,28.57,19.05,9.52,50,107Y12M
A6404-39,A6404-39-001,A6404-0374-00,0,1,4.42,0,0,0,0,107Y12M
A6404-40,A6404-40-001,A6404-0467-00,70.27,2.21,46584.35,26,9,17,188.89,107Y12M
A6404-40,A6404-40-001,A6404-0483-00,84.85,2.68,65408.65,35.56,17.22,18.33,106.45,107Y12M
A6404-40,A6404-40-002,A6404-0488-00,107.89,2.66,17680.43,61.22,23.13,38.1,164.71,107Y12M
A6404-40,A6404-40-003,A6404-0502-00,89.11,2.27,19362.82,36.43,18.57,17.86,96.15,107Y12M
A6404-40,A6404-40-004,A6404-0503-00,82.71,2.29,57839.24,34.25,15.47,18.78,121.43,107Y12M
A6404-40,A6404-40-005,A6404-0500-00,123.08,2.04,35184.85,38.1,14.29,23.81,166.67,107Y12M
A6404-40,A6404-40-005,A6404-0512-00,58.97,2.18,28052.71,40.91,13.64,27.27,200,107Y12M
A6404-40,A6404-40-005,A6404-0523-00,89.25,2.32,25265.07,39.68,13.49,26.19,194.12,107Y12M
A6404-40,A6404-40-006,A6404-0516-00,99.35,2.27,31505.48,27.92,12.92,15,116.13,107Y12M
A6404-40,A6404-40-007,A6404-0531-00,96.99,2.55,52137.35,34.57,20.16,14.4,71.43,107Y12M
A6404-40,A6404-40-008,A6404-0521-00,93.67,2.25,34855.21,31.9,12.07,19.83,164.29,107Y12M
A6404-40,A6404-40-008,A6404-0538-00,100,2.81,34524.08,36.75,20.51,16.24,79.17,107Y12M
A6404-40,A6404-40-009,A6404-0545-00,87.77,2.53,37077.82,44.2,24.31,19.89,81.82,107Y12M
A6404-41,A6404-41-001,A6404-0459-00,99.1,2.87,9115.08,38.13,28.75,9.38,32.61,107Y12M
A6404-41,A6404-41-002,A6404-0469-00,91.83,2.18,24594.14,25.87,11.36,14.51,127.78,107Y12M
A6404-41,A6404-41-003,A6404-0484-00,87.17,2.67,41859.66,27.27,22.18,5.09,22.95,107Y12M
A6404-41,A6404-41-004,A6404-0499-00,79.9,2.42,81301.44,41.12,35.53,5.59,15.73,107Y12M
A6404-41,A6404-41-005,A6404-0504-00,100.72,2.86,33004.37,28.24,16.2,12.04,74.29,107Y12M
A6404-41,A6404-41-006,A6404-0509-00,82.29,2.43,12219.35,28.68,18.01,10.66,59.18,107Y12M
A6404-41,A6404-41-006,A6404-0526-00,91.43,2.11,47278.83,36.55,30.16,6.39,21.17,107Y12M
A6404-41,A6404-41-007,A6404-0554-00,0,1,108.71,0,0,0,0,107Y12M
A6404-41,A6404-41-007,A6404-0557-00,87.33,2.57,40462.34,35.74,28.2,7.54,26.74,107Y12M
A6404-41,A6404-41-007,A6404-0574-00,90.48,3.64,6251.64,29.03,29.03,0,0,107Y12M
A6404-41,A6404-41-008,A6404-0597-00,102.86,2.68,19683.01,32.71,20.56,12.15,59.09,107Y12M
A6404-41,A6404-41-008,A6404-0608-00,111.54,2.57,22953.32,51.1,34.07,17.03,50,107Y12M
A6404-42,A6404-42-001,A6404-0430-00,107.77,2.97,18679.16,35.44,17.72,17.72,100,107Y12M
A6404-42,A6404-42-002,A6404-0447-00,84.4,3.35,23872.17,41.55,21.13,20.42,96.67,107Y12M
A6404-42,A6404-42-002,A6404-0471-00,112.33,2.72,13198.99,40.91,18.18,22.73,125,107Y12M
A6404-42,A6404-42-003,A6404-0490-00,115.38,2.87,20878.21,46.18,19.28,26.91,139.58,107Y12M
A6404-42,A6404-42-003,A6404-0514-00,84.15,3.08,11697.07,55.67,30.93,24.74,80,107Y12M
A6404-42,A6404-42-004,A6404-0511-00,104.55,2.96,10072.04,34.73,17.37,17.37,100,107Y12M
A6404-42,A6404-42-005,A6404-0533-00,100,2.56,3544.21,43.42,26.97,16.45,60.98,107Y12M
A6404-42,A6404-42-005,A6404-0542-00,102.85,2.75,4673.12,42.97,24.5,18.47,75.41,107Y12M
A6404-42,A6404-42-006,A6404-0553-00,125,2.65,6117.56,66.67,25.93,40.74,157.14,107Y12M
A6404-42,A6404-42-006,A6404-0568-00,117.07,2.54,19015.11,28.99,12.32,16.67,135.29,107Y12M
A6404-42,A6404-42-006,A6404-0586-00,110.67,3.1,8585.41,29.51,18.03,11.48,63.64,107Y12M
A6404-42,A6404-42-007,A6404-0613-00,100.76,2.96,12039.03,28.29,18.05,10.24,56.76,107Y12M
A6404-42,A6404-42-008,A6404-0641-00,128.16,3.18,14626.25,34.58,25.08,9.49,37.84,107Y12M
A6404-43,A6404-43-001,A6404-0496-00,118.52,2.68,10560.32,41.6,19.2,22.4,116.67,107Y12M
A6404-43,A6404-43-001,A6404-0513-00,80.49,3.52,15170.65,37.04,21.3,15.74,73.91,107Y12M
A6404-43,A6404-43-002,A6404-0510-00,92.62,2.45,17945.13,42.08,19.8,22.28,112.5,107Y12M
A6404-43,A6404-43-003,A6404-0515-00,106.98,3.18,6624.21,34.85,21.21,13.64,64.29,107Y12M
A6404-43,A6404-43-003,A6404-0532-00,92.21,2.64,37819.14,48,25,23,92,107Y12M
A6404-43,A6404-43-004,A6404-0530-00,98.47,3.13,13650.34,39.78,22.58,17.2,76.19,107Y12M
A6404-43,A6404-43-005,A6404-0543-00,101.97,2.67,55509.68,37.05,22.32,14.73,66,107Y12M
A6404-43,A6404-43-006,A6404-0546-00,114,2.85,14422.09,35.44,20.89,14.56,69.7,107Y12M
A6404-43,A6404-43-006,A6404-0565-00,88.46,2.83,36158.3,44.12,16.67,27.45,164.71,107Y12M
A6404-43,A6404-43-007,A6404-0528-00,132.61,2.55,10757.59,44.59,16.22,28.38,175,107Y12M
A6404-43,A6404-43-007,A6404-0547-00,97.59,3.35,45828.17,31.2,28,3.2,11.43,107Y12M
A6404-43,A6404-43-007,A6404-0581-00,89.13,3.28,10332.39,39.2,27.2,12,44.12,107Y12M
A6404-43,A6404-43-007,A6404-0594-00,102.56,3.59,16581.81,46.3,29.63,16.67,56.25,107Y12M
A6404-43,A6404-43-008,A6404-0550-00,93.75,2.91,8500.35,29.17,22.22,6.94,31.25,107Y12M
A6404-43,A6404-43-008,A6404-0564-00,88.57,2.64,8098.9,30.69,12.87,17.82,138.46,107Y12M
A6404-45,A6404-45-001,A6404-0535-00,91.12,2.21,37086.68,54.55,17.7,36.84,208.11,107Y12M
A6404-45,A6404-45-002,A6404-0561-00,104.43,2.47,32959.2,36.29,16.46,19.83,120.51,107Y12M
A6404-45,A6404-45-003,A6404-0582-00,84.78,2.74,24830.51,60.38,24.53,35.85,146.15,107Y12M
A6404-45,A6404-45-004,A6404-0605-00,93.94,2.54,29411.38,43.5,17.49,26.01,148.72,107Y12M
A6404-45,A6404-45-005,A6404-0633-00,94.33,2.63,19993.52,39.8,13.27,26.53,200,107Y12M
A6404-45,A6404-45-006,A6404-0684-00,86.81,2.72,113893.24,27.79,19.71,8.08,40.96,107Y12M
A6404-45,A6404-45-007,A6404-0669-00,60.87,2.47,5743.55,32.14,14.29,17.86,125,107Y12M
A6404-45,A6404-45-007,A6404-0698-00,82.88,2.23,36109.33,34.85,14.65,20.2,137.93,107Y12M
A6404-45,A6404-45-007,A6404-0699-00,87.5,3.75,5315.52,66.67,44.44,22.22,50,107Y12M
A6404-45,A6404-45-008,A6404-0708-00,73.21,2.26,128975.63,44.79,35.33,9.46,26.79,107Y12M
A6404-46,A6404-46-001,A6404-0617-00,133.33,3.5,181.23,40,40,0,0,107Y12M
A6404-47,A6404-47-001,A6404-0524-00,93.07,1.75,13888.14,25,16.67,8.33,50,107Y12M
A6404-47,A6404-47-001,A6404-0539-00,140,3,4881.58,33.33,17.78,15.56,87.5,107Y12M
A6404-47,A6404-47-001,A6404-0541-00,117.02,2.91,17201.33,37.84,9.46,28.38,300,107Y12M
A6404-47,A6404-47-001,A6404-0552-00,113.16,2.61,21577.86,39.66,15.52,24.14,155.56,107Y12M
A6404-47,A6404-47-001,A6404-0580-00,100,2.7,4435.94,25.58,4.65,20.93,450,107Y12M
A6404-47,A6404-47-002,A6404-0560-00,77.59,3.03,19599.42,17.05,2.27,14.77,650,107Y12M
A6404-47,A6404-47-002,A6404-0589-00,88.29,2.86,20916.6,47.18,14.08,33.1,235,107Y12M
A6404-47,A6404-47-003,A6404-0606-00,111.48,3.49,39051.07,30.3,12.12,18.18,150,107Y12M
A6404-47,A6404-47-003,A6404-0624-00,144.74,3.32,39995.03,40.91,21.21,19.7,92.86,107Y12M
A6404-47,A6404-47-003,A6404-0631-00,111.11,2.64,20217.27,21.79,6.41,15.38,240,107Y12M
A6404-47,A6404-47-004,A6404-0601-00,96.67,2.68,10875.24,49.37,13.92,35.44,254.55,107Y12M
A6404-47,A6404-47-004,A6404-0626-00,72.09,2.85,16781.14,23.33,1.67,21.67,1300,107Y12M
A6404-47,A6404-47-004,A6404-0642-00,126.09,3.06,11936.05,26.83,12.2,14.63,120,107Y12M
A6404-47,A6404-47-004,A6404-0652-00,60,2,8210.89,45.45,4.55,40.91,900,107Y12M
A6404-47,A6404-47-005,A6404-0645-00,96.64,3.12,38129.32,30.22,12.44,17.78,142.86,107Y12M
A6404-47,A6404-47-005,A6404-0671-00,93.18,2.58,5976.68,39.34,9.84,29.51,300,107Y12M
A6404-47,A6404-47-006,A6404-0675-00,85.47,3.05,30708.89,33.87,12.9,20.97,162.5,107Y12M
A6404-47,A6404-47-007,A6404-0744-00,150,3.33,14638.26,30.43,10.87,19.57,180,107Y12M
A6404-47,A6404-47-007,A6404-0749-00,93.9,2.79,10085.37,35.9,17.09,18.8,110,107Y12M
A6404-47,A6404-47-007,A6404-0764-00,100,3.05,34059.04,30.34,13.48,16.85,125,107Y12M
A6404-48,A6404-48-001,A6404-0559-00,83.02,3.23,25393.78,38.57,18.57,20,107.69,107Y12M
A6404-48,A6404-48-001,A6404-0573-00,97.47,3.12,26511.81,26.83,11.38,15.45,135.71,107Y12M
A6404-48,A6404-48-002,A6404-0583-00,120,3.11,41938.58,52.13,23.4,28.72,122.73,107Y12M
A6404-48,A6404-48-002,A6404-0593-00,93.15,3,38863.06,54.95,25.27,29.67,117.39,107Y12M
A6404-48,A6404-48-003,A6404-0596-00,109.62,3.07,36970.66,51.39,24.31,27.08,111.43,107Y12M
A6404-48,A6404-48-003,A6404-0611-00,103.17,3.2,36289.68,40.66,18.68,21.98,117.65,107Y12M
A6404-48,A6404-48-004,A6404-0614-00,93.71,2.85,31677.74,26.49,19.78,6.72,33.96,107Y12M
A6404-48,A6404-48-004,A6404-0650-00,76.6,2.59,7221.19,29.69,21.88,7.81,35.71,107Y12M
A6404-48,A6404-48-005,A6404-0628-00,91.89,2.96,17710.65,46.9,30.34,16.55,54.55,107Y12M
A6404-48,A6404-48-005,A6404-0655-00,102.82,3,25217.76,46.94,30.61,16.33,53.33,107Y12M
A6404-48,A6404-48-005,A6404-0665-00,89.66,2.12,17755.26,34.15,14.63,19.51,133.33,107Y12M
A6404-48,A6404-48-006,A6404-0636-00,103.17,2.46,22492.56,50.59,18.82,31.76,168.75,107Y12M
A6404-48,A6404-48-006,A6404-0653-00,127.87,3.09,23214.37,40.4,27.27,13.13,48.15,107Y12M
A6404-48,A6404-48-007,A6404-0658-00,97.79,2.92,28941.07,36.55,18.27,18.27,100,107Y12M
A6404-48,A6404-48-007,A6404-0674-00,85,2.47,12109.27,8.82,2.94,5.88,200,107Y12M
A6404-48,A6404-48-008,A6404-0663-00,98.55,2.82,38470.6,26.27,18.43,7.83,42.5,107Y12M
A6404-48,A6404-48-008,A6404-0694-00,98.31,2.93,31369.56,35.26,19.65,15.61,79.41,107Y12M
A6404-49,A6404-49-001,A6404-0556-00,71.43,2.31,15025.53,27.66,8.51,19.15,225,107Y12M
A6404-49,A6404-49-001,A6404-0563-00,106.2,2.83,54193.77,27.88,6.25,21.63,346.15,107Y12M
A6404-49,A6404-49-001,A6404-0572-00,114.29,3,9117.07,15.38,0,15.38,0,107Y12M
A6404-49,A6404-49-001,A6404-0576-00,100,2.53,32074.63,43.33,13.33,30,225,107Y12M
A6404-49,A6404-49-002,A6404-0566-00,122.41,2.63,15158.46,38.71,12.9,25.81,200,107Y12M
A6404-49,A6404-49-002,A6404-0591-00,91.67,3.54,14865.57,50.82,18.03,32.79,181.82,107Y12M
