CODE2,CODE1,CODEBASE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
A6412-C0,A6412-C0-817,A6412-1421-00,99.21,2.54,49227.88,20.67,10.1,10.58,104.76,107Y12M
A6412-C0,A6412-C0-829,A6412-1436-00,89.43,2.33,37172.71,29.44,12.78,16.67,130.43,107Y12M
A6412-C0,A6412-C0-829,A6412-1440-00,101.63,2.51,29877.37,22.77,11.88,10.89,91.67,107Y12M
A6412-C2,A6412-C2-798,A6412-1390-00,89.66,2.39,2104.31,37.5,12.5,25,200,107Y12M
A6412-C3,A6412-C3-756,A6412-1325-00,104.25,3.03,26309.98,43.38,32.78,10.6,32.32,107Y12M
A6412-C3,A6412-C3-776,A6412-1356-00,100,2.8,30993.39,50.7,38.73,11.97,30.91,107Y12M
A6412-C3,A6412-C3-779,A6412-1358-00,102.73,2.97,25672.03,43.87,36.77,7.1,19.3,107Y12M
A6412-C3,A6412-C3-779,A6412-1379-00,92.24,3.23,33166.24,39.38,31.25,8.13,26,107Y12M
A6412-C3,A6412-C3-789,A6412-1377-00,96.32,2.68,32941.32,44.07,32.22,11.85,36.77,107Y12M
A6412-C3,A6412-C3-806,A6412-1404-00,97.57,3.13,29261.59,37.44,30.43,7,23.02,107Y12M
A6412-C3,A6412-C3-807,A6412-1399-00,93.71,3.3,41285.39,60.12,46.82,13.29,28.4,107Y12M
A6412-C3,A6412-C3-807,A6412-1414-00,85.4,2.72,68507.37,44.48,38.62,5.86,15.18,107Y12M
A6412-C3,A6412-C3-822,A6412-1431-00,96.13,2.81,35683.24,59.16,29.32,29.84,101.79,107Y12M
A6412-C3,A6412-C3-831,A6412-1450-00,81.12,2.84,21810.06,39.63,33.13,6.5,19.63,107Y12M
A6412-C3,A6412-C3-835,A6412-1441-00,95.45,3.16,6930.55,58.09,48.53,9.56,19.7,107Y12M
A6412-C3,A6412-C3-835,A6412-1473-00,105.71,3.27,9351.97,46.94,38.78,8.16,21.05,107Y12M
A6412-C3,A6412-C3-835,A6412-1486-00,100,3.56,9368.53,60,60,0,0,107Y12M
A6412-C3,A6412-C3-835,A6412-1491-00,105,3.57,9985.97,36.67,28.33,8.33,29.41,107Y12M
A6412-C4,A6412-C4-777,A6412-1362-00,91.98,2.9,27004.89,37.02,16.41,20.61,125.58,107Y12M
A6412-C4,A6412-C4-790,A6412-1378-00,96.2,3.17,59607.35,41.02,10.94,30.08,275,107Y12M
A6412-C4,A6412-C4-793,A6412-1384-00,97.55,2.8,40180.69,27.94,18.1,9.84,54.39,107Y12M
A6412-C4,A6412-C4-795,A6412-1387-00,96.75,2.66,35106.93,36.72,14.69,22.03,150,107Y12M
A6412-C4,A6412-C4-800,A6412-1393-00,66.67,2.14,61248.14,23.79,18.65,5.14,27.59,107Y12M
A6412-C4,A6412-C4-811,A6412-1397-00,100.96,2.18,27504.1,22.22,14.04,8.19,58.33,107Y12M
A6412-C4,A6412-C4-811,A6412-1426-00,115.73,2.56,17637.28,37.14,8.57,28.57,333.33,107Y12M
A6412-C4,A6412-C4-814,A6412-1406-00,105.69,2.61,37000.65,27.78,10.1,17.68,175,107Y12M
A6412-C4,A6412-C4-814,A6412-1417-00,102.94,2.69,25763.84,35.29,13.07,22.22,170,107Y12M
A6412-C4,A6412-C4-818,A6412-1422-00,118.18,2.56,50112.54,35.21,16.2,19.01,117.39,107Y12M
A6412-C5,A6412-C5-781,A6412-1360-00,73.81,2.33,65752.15,28.82,7.65,21.18,276.92,107Y12M
A6412-C5,A6412-C5-781,A6412-1371-00,100.9,2.19,65974.32,32.74,10.71,22.02,205.56,107Y12M
A6412-C5,A6412-C5-787,A6412-1373-00,100.55,2.06,49840.03,23.15,9.06,14.09,155.56,107Y12M
A6412-C5,A6412-C5-797,A6412-1381-00,101.89,2.49,67254.15,21.59,9.66,11.93,123.53,107Y12M
A6412-C5,A6412-C5-797,A6412-1394-00,88.29,2.32,59237.78,20.81,8.67,12.14,140,107Y12M
A6412-C5,A6412-C5-799,A6412-1392-00,83.45,2.3,39189.64,20.28,9.43,10.85,115,107Y12M
A6412-C5,A6412-C5-801,A6412-1396-00,84.67,2.47,40651.48,28.84,8.84,20,226.32,107Y12M
A6412-C5,A6412-C5-813,A6412-1412-00,98.06,2.49,64336.71,28.3,11.95,16.35,136.84,107Y12M
A6412-C5,A6412-C5-813,A6412-1413-00,84.35,2.49,63805.38,30.86,15.43,15.43,100,107Y12M
A6412-C5,A6412-C5-820,A6412-1424-00,82.71,2.36,78676.83,19.7,7.88,11.82,150,107Y12M
A6412-C5,A6412-C5-820,A6412-1429-00,103.36,2.6,75252.01,28.04,11.11,16.93,152.38,107Y12M
A6412-C5,A6412-C5-828,A6412-1438-00,109.33,2.24,44827.47,25.1,7.97,17.13,215,107Y12M
A6412-C6,A6412-C6-767,A6412-1335-00,85,2.74,12204.29,43.69,15.53,28.16,181.25,107Y12M
A6412-C6,A6412-C6-767,A6412-1355-00,98.33,2.59,33648.58,44.24,10.3,33.94,329.41,107Y12M
A6412-C6,A6412-C6-788,A6412-1357-00,95.65,2.37,22652.16,32.35,0,32.35,0,107Y12M
A6412-C6,A6412-C6-788,A6412-1361-00,125,1.96,22266.94,36.36,9.09,27.27,300,107Y12M
A6412-C6,A6412-C6-788,A6412-1374-00,88.24,2.78,30389.5,29.29,18.18,11.11,61.11,107Y12M
A6412-C6,A6412-C6-788,A6412-1380-00,110.17,2.58,13450.18,53.09,16.05,37.04,230.77,107Y12M
A6412-C6,A6412-C6-791,A6412-1368-00,186.67,3.91,7373.02,16.22,2.7,13.51,500,107Y12M
A6412-C6,A6412-C6-791,A6412-1389-00,117.65,2.64,32932.74,29.82,5.26,24.56,466.67,107Y12M
A6412-C6,A6412-C6-791,A6412-1403-00,97.67,3.27,33080.49,44.07,22.03,22.03,100,107Y12M
A6412-C6,A6412-C6-803,A6412-1391-00,113.51,2.72,18599.52,36.21,10.34,25.86,250,107Y12M
A6412-C6,A6412-C6-803,A6412-1401-00,106.52,2.44,33918.87,48.44,18.75,29.69,158.33,107Y12M
A6412-C6,A6412-C6-803,A6412-1408-00,98.33,2.98,38955.23,40,14.12,25.88,183.33,107Y12M
A6412-C6,A6412-C6-815,A6412-1411-00,99.15,2.56,35116.69,36.26,14.04,22.22,158.33,107Y12M
A6412-C6,A6412-C6-815,A6412-1420-00,91.3,3.14,23315.6,49.15,23.73,25.42,107.14,107Y12M
A6412-C6,A6412-C6-827,A6412-1433-00,93.33,2.72,33012.98,47.46,19.49,27.97,143.48,107Y12M
A6412-C6,A6412-C6-827,A6412-1437-00,91.3,3.09,32540.16,39.68,15.87,23.81,150,107Y12M
A6412-C6,A6412-C6-840,A6412-1461-00,97.86,2.56,63248.02,24.49,17.75,6.74,37.97,107Y12M
A6412-C6,A6412-C6-846,A6412-1475-00,96.9,2.85,17023.17,41.11,13.89,27.22,196,107Y12M
A6412-C7,A6412-C7-805,A6412-1385-00,117.14,2.41,25201.95,39.45,11.01,28.44,258.33,107Y12M
A6412-C7,A6412-C7-805,A6412-1415-00,102.92,2.55,29501.75,36.95,11.82,25.12,212.5,107Y12M
A6412-C7,A6412-C7-808,A6412-1395-00,69.09,2.58,27318.84,36.76,20.59,16.18,78.57,107Y12M
A6412-C7,A6412-C7-808,A6412-1405-00,118.33,2.67,31446.93,36.46,9.38,27.08,288.89,107Y12M
A6412-C7,A6412-C7-808,A6412-1425-00,90.99,2.62,37717.71,43.24,16.89,26.35,156,107Y12M
A6412-C7,A6412-C7-821,A6412-1428-00,92.5,2.83,106370.8,23.69,10.84,12.85,118.52,107Y12M
A6412-C7,A6412-C7-825,A6412-1430-00,98.15,2.68,17429.9,35.44,15.19,20.25,133.33,107Y12M
A6412-C7,A6412-C7-825,A6412-1444-00,93.07,2.67,31809.25,51.16,24.03,27.13,112.9,107Y12M
A6412-C7,A6412-C7-833,A6412-1445-00,100,3.15,34067.9,60,23.08,36.92,160,107Y12M
A6412-C7,A6412-C7-833,A6412-1446-00,106.25,2.44,31931.69,34.69,10.2,24.49,240,107Y12M
A6412-C7,A6412-C7-845,A6412-1453-00,122.22,2.5,27982.89,66.67,33.33,33.33,100,107Y12M
A6412-C7,A6412-C7-845,A6412-1458-00,93.33,3.63,15895.27,45,20,25,125,107Y12M
A6412-C7,A6412-C7-845,A6412-1460-00,91.46,2.49,34214.28,46.73,15.89,30.84,194.12,107Y12M
A6412-C7,A6412-C7-845,A6412-1465-00,73.33,2.89,24192.01,85.71,50,35.71,71.43,107Y12M
A6412-C7,A6412-C7-845,A6412-1477-00,88.46,2.51,34607.29,48.48,16.67,31.82,190.91,107Y12M
A6412-C7,A6412-C7-845,A6412-1482-00,68.89,2.92,21211.58,55.1,32.65,22.45,68.75,107Y12M
A6412-C7,A6412-C7-854,A6412-1474-00,320,3,14437.92,23.53,17.65,5.88,33.33,107Y12M
A6412-C7,A6412-C7-854,A6412-1485-00,79.17,3.07,28710.45,53.57,26.79,26.79,100,107Y12M
A6412-C7,A6412-C7-854,A6412-1487-00,92.73,3.03,33158.67,43.24,14.86,28.38,190.91,107Y12M
A6412-C7,A6412-C7-854,A6412-1494-00,122.58,2.38,55856.76,25.45,18.18,7.27,40,107Y12M
A6412-C7,A6412-C7-854,A6412-1500-00,109.52,2.51,46156.46,37.5,17.19,20.31,118.18,107Y12M
A6412-C8,A6412-C8-837,A6412-1456-00,0,1,33.16,0,0,0,0,107Y12M
A6412-C9,A6412-C9-823,A6412-1432-00,232.7,1.23,288073.33,17.2,2.34,14.86,635.71,107Y12M
A6412-C9,A6412-C9-826,A6412-1435-00,116.49,2.8,10082.85,41.89,14.86,27.03,181.82,107Y12M
A6412-C9,A6412-C9-832,A6412-1442-00,100,2.71,32851.92,35.29,14.12,21.18,150,107Y12M
A6412-C9,A6412-C9-832,A6412-1451-00,97.87,2.95,41229.38,38.81,10.45,28.36,271.43,107Y12M
A6412-C9,A6412-C9-841,A6412-1467-00,112.93,2.95,18073.23,26.21,18.55,7.66,41.3,107Y12M
A6412-C9,A6412-C9-847,A6412-1476-00,96.58,2.74,45790.34,41.1,19.63,21.47,109.38,107Y12M
A6412-C9,A6412-C9-856,A6412-1489-00,113.93,2.51,52894.73,34.54,15.46,19.07,123.33,107Y12M
A6412-C9,A6412-C9-858,A6412-1490-00,99.38,2.96,37907.85,33.47,17.77,15.7,88.37,107Y12M
A6412-C9,A6412-C9-864,A6412-1507-00,97.56,2.76,87170.39,31.35,23.78,7.57,31.82,107Y12M
A6412-C9,A6412-C9-867,A6412-1513-00,108.24,2.83,66920.44,28.04,13.85,14.19,102.44,107Y12M
A6412-D0,A6412-D0-824,A6412-1434-00,122.3,2.42,22052.21,27.52,8.14,19.38,238.1,107Y12M
A6412-D0,A6412-D0-834,A6412-1448-00,124.21,2.37,20843.63,30.67,7.36,23.31,316.67,107Y12M
A6412-D0,A6412-D0-834,A6412-1454-00,132.56,2.38,14079.18,29.87,3.9,25.97,666.67,107Y12M
A6412-D0,A6412-D0-842,A6412-1468-00,81.71,2.41,137171.38,23.4,13.87,9.52,68.66,107Y12M
A6412-D0,A6412-D0-848,A6412-1466-00,85.58,2.61,30894.2,26.14,13.07,13.07,100,107Y12M
A6412-D0,A6412-D0-848,A6412-1480-00,115.79,2.16,21254.95,38.51,11.49,27.03,235.29,107Y12M
A6412-D0,A6412-D0-849,A6412-1472-00,104.12,2.36,15846.15,43.48,12.32,31.16,252.94,107Y12M
A6412-D0,A6412-D0-849,A6412-1495-00,111.24,2.11,37256.06,44.62,11.54,33.08,286.67,107Y12M
A6412-D0,A6412-D0-859,A6412-1496-00,97.87,2.02,20301.17,34.01,15.85,18.16,114.55,107Y12M
A6412-D0,A6412-D0-863,A6412-1497-00,106.67,3.1,21237.18,66.07,25,41.07,164.29,107Y12M
A6412-D0,A6412-D0-863,A6412-1508-00,85.35,2.47,39883.81,40.58,12.56,28.02,223.08,107Y12M
A6412-D1,A6412-D1-830,A6412-1439-00,112.22,2.45,19632.08,49.22,18.75,30.47,162.5,107Y12M
A6412-D1,A6412-D1-830,A6412-1449-00,100.74,2.48,38272.74,26.39,7.87,18.52,235.29,107Y12M
A6412-D1,A6412-D1-838,A6412-1452-00,107.95,2.35,29848.58,29.79,12.77,17.02,133.33,107Y12M
A6412-D1,A6412-D1-838,A6412-1457-00,118.81,2.38,15627.31,39.87,8.86,31.01,350,107Y12M
A6412-D1,A6412-D1-839,A6412-1459-00,110.08,2.6,53596.46,16.28,6.05,10.23,169.23,107Y12M
A6412-D1,A6412-D1-851,A6412-1463-00,79.31,2.36,19962.96,34.72,15.03,19.69,131.03,107Y12M
A6412-D1,A6412-D1-851,A6412-1492-00,80.95,3.62,6946.74,31.03,20.69,10.34,50,107Y12M
A6412-D1,A6412-D1-853,A6412-1478-00,85.06,2.64,48932.48,47.71,16.51,31.19,188.89,107Y12M
A6412-D1,A6412-D1-853,A6412-1481-00,109.68,2.32,30223.23,22.64,11.32,11.32,100,107Y12M
A6412-D1,A6412-D1-860,A6412-1493-00,89.04,2.42,15305.85,55.06,21.35,33.71,157.89,107Y12M
A6412-D1,A6412-D1-860,A6412-1505-00,123.26,2.74,35981.51,47.69,19.23,28.46,148,107Y12M
A6412-D1,A6412-D1-870,A6412-1511-00,106.52,2.92,30065.2,40.74,14.81,25.93,175,107Y12M
A6412-D1,A6412-D1-870,A6412-1539-00,121.31,2.6,41291.88,31.07,18.45,12.62,68.42,107Y12M
A6412-D1,A6412-D1-872,A6412-1512-00,82.86,2.46,14752.18,25.49,7.84,17.65,225,107Y12M
A6412-D1,A6412-D1-872,A6412-1517-00,107.32,2.93,21528.57,25,11.76,13.24,112.5,107Y12M
A6412-D1,A6412-D1-872,A6412-1525-00,104,2.43,11898.37,18.6,2.33,16.28,700,107Y12M
A6412-D1,A6412-D1-872,A6412-1531-00,100,2.4,2810.41,20,0,20,0,107Y12M
A6412-D1,A6412-D1-872,A6412-1545-00,140,3,9081.05,63.64,18.18,45.45,250,107Y12M
A6412-D2,A6412-D2-810,A6412-1410-00,93.13,2.63,37283.38,41.92,33.33,8.59,25.76,107Y12M
A6412-D2,A6412-D2-816,A6412-1419-00,77.85,2.49,79064.26,47.22,37.22,10,26.87,107Y12M
A6412-D2,A6412-D2-836,A6412-1447-00,78.07,2.75,95566.6,42.31,35.04,7.26,20.73,107Y12M
A6412-D2,A6412-D2-836,A6412-1455-00,93.06,3.23,28778.66,40.4,31.31,9.09,29.03,107Y12M
A6412-D2,A6412-D2-843,A6412-1462-00,93.96,3.3,35321.24,39.53,32.02,7.51,23.46,107Y12M
A6412-D2,A6412-D2-843,A6412-1469-00,98.84,2.45,37362.12,60.82,51.72,9.09,17.58,107Y12M
A6412-D2,A6412-D2-850,A6412-1470-00,75.93,3.65,11052.42,50.79,33.33,17.46,52.38,107Y12M
A6412-D2,A6412-D2-850,A6412-1483-00,113.94,3.53,31314.96,48.32,38.66,9.66,25,107Y12M
A6412-D2,A6412-D2-865,A6412-1503-00,81.4,3.32,14980.49,40.54,31.53,9.01,28.57,107Y12M
A6412-D2,A6412-D2-865,A6412-1521-00,102.9,3.26,32727.11,48.15,35.45,12.7,35.82,107Y12M
A6412-D2,A6412-D2-873,A6412-1516-00,105.94,3.53,11479.13,46.48,38.03,8.45,22.22,107Y12M
A6412-D2,A6412-D2-873,A6412-1537-00,116.35,2.92,18778.44,48.03,40.79,7.24,17.74,107Y12M
A6412-D2,A6412-D2-873,A6412-1553-00,81.82,3.16,14303.9,27.66,23.4,4.26,18.18,107Y12M
A6412-D2,A6412-D2-903,A6412-1586-00,97.92,3.25,27395.63,47.29,32.17,15.12,46.99,107Y12M
A6412-D4,A6412-D4-844,A6412-1471-00,81.62,2.62,143365.45,22.13,14.94,7.18,48.08,107Y12M
A6412-D4,A6412-D4-852,A6412-1479-00,83.78,2.62,100830.42,27.5,15.63,11.88,76,107Y12M
A6412-D4,A6412-D4-857,A6412-1488-00,94.87,2.62,33052.75,29.25,14.63,14.63,100,107Y12M
A6412-D4,A6412-D4-857,A6412-1514-00,109.09,2.97,63510.45,27.78,16.67,11.11,66.67,107Y12M
A6412-D4,A6412-D4-861,A6412-1498-00,80.93,2.72,114049.79,33.44,22.5,10.94,48.61,107Y12M
A6412-D4,A6412-D4-862,A6412-1499-00,76.74,2.98,32024.15,58.33,30.21,28.13,93.1,107Y12M
A6412-D4,A6412-D4-862,A6412-1506-00,93.26,3.51,44758.02,38.71,19.35,19.35,100,107Y12M
A6412-D4,A6412-D4-878,A6412-1520-00,110.91,2.9,22698.01,43.21,19.75,23.46,118.75,107Y12M
A6412-D4,A6412-D4-878,A6412-1536-00,120,2.85,33767.45,50.98,37.25,13.73,36.84,107Y12M
A6412-D4,A6412-D4-878,A6412-1540-00,132.14,2.41,21677.95,51.16,25.58,25.58,100,107Y12M
A6412-D4,A6412-D4-878,A6412-1560-00,106.78,3.05,27823.34,38.64,18.18,20.45,112.5,107Y12M
A6412-D4,A6412-D4-882,A6412-1544-00,115.24,2.51,19435.59,37.8,18.29,19.51,106.67,107Y12M
A6412-D4,A6412-D4-884,A6412-1534-00,77.44,2.12,16430.29,47.72,30.96,16.75,54.1,107Y12M
A6412-D4,A6412-D4-884,A6412-1551-00,93.58,2.23,27213.99,43.08,30.83,12.25,39.74,107Y12M
A6412-D6,A6412-D6-868,A6412-1502-00,90.91,2.52,31073.98,44.83,14.94,29.89,200,107Y12M
A6412-D6,A6412-D6-868,A6412-1524-00,80,3,39519.87,47.46,24.86,22.6,90.91,107Y12M
A6412-D6,A6412-D6-875,A6412-1527-00,96.43,2.43,29271.47,41.03,13.68,27.35,200,107Y12M
A6412-D6,A6412-D6-875,A6412-1532-00,86.81,2.58,61576.65,32.81,10.16,22.66,223.08,107Y12M
A6412-D6,A6412-D6-880,A6412-1529-00,91.67,2.97,49233.62,48.39,17.74,30.65,172.73,107Y12M
A6412-D6,A6412-D6-880,A6412-1547-00,100,3.01,115757.44,25.82,17.82,8,44.9,107Y12M
A6412-D6,A6412-D6-886,A6412-1552-00,73.54,2.48,78621.28,24.84,15.16,9.68,63.83,107Y12M
A6412-D6,A6412-D6-892,A6412-1546-00,90,2.38,11149.02,46.15,19.23,26.92,140,107Y12M
A6412-D6,A6412-D6-892,A6412-1563-00,79.49,2.92,14548.38,42.86,16.33,26.53,162.5,107Y12M
A6412-D6,A6412-D6-892,A6412-1567-00,97.1,2.31,28957.42,43.16,13.68,29.47,215.38,107Y12M
A6412-D6,A6412-D6-898,A6412-1577-00,97.37,2.78,53246.71,45.16,23.23,21.94,94.44,107Y12M
A6412-D6,A6412-D6-898,A6412-1581-00,100,2.69,47886.53,65.38,25.96,39.42,151.85,107Y12M
A6412-D6,A6412-D6-909,A6412-1590-00,108.97,2.63,54587.66,36.97,14.29,22.69,158.82,107Y12M
A6412-D6,A6412-D6-909,A6412-1601-00,89.63,2.94,42959.02,48.84,18.02,30.81,170.97,107Y12M
A6412-D7,A6412-D7-855,A6412-1484-00,104.83,2.8,16966.24,40.76,31.28,9.48,30.3,107Y12M
A6412-D7,A6412-D7-855,A6412-1501-00,97.78,2.41,18994.43,20.81,13.12,7.69,58.62,107Y12M
A6412-D7,A6412-D7-871,A6412-1526-00,83.98,2.62,26739.54,34.27,25,9.27,37.1,107Y12M
A6412-D7,A6412-D7-874,A6412-1528-00,106.57,2.47,21498.12,23.94,15.49,8.45,54.55,107Y12M
A6412-D7,A6412-D7-899,A6412-1580-00,98.49,2.55,21130.98,25.8,18.47,7.32,39.66,107Y12M
A6412-D7,A6412-D7-899,A6412-1594-00,111.29,2.52,17313.48,28.43,15.69,12.75,81.25,107Y12M
A6412-D7,A6412-D7-902,A6412-1561-00,111.7,2.76,28762.94,45.26,33.58,11.68,34.78,107Y12M
A6412-D7,A6412-D7-902,A6412-1575-00,111.86,3.21,33504.24,40.45,35.96,4.49,12.5,107Y12M
A6412-D7,A6412-D7-902,A6412-1588-00,95.35,3,32941.8,46.09,37.39,8.7,23.26,107Y12M
A6412-D7,A6412-D7-902,A6412-1607-00,103.54,3.03,27531.07,44.65,35.22,9.43,26.79,107Y12M
A6412-D7,A6412-D7-904,A6412-1566-00,97.55,2.76,18877.61,47.91,38.22,9.69,25.34,107Y12M
A6412-D7,A6412-D7-904,A6412-1631-00,94.12,2.44,8217.25,34.69,26.53,8.16,30.77,107Y12M
A6412-D7,A6412-D7-904,A6412-1651-00,97.83,2.98,29021.06,58.26,45.22,13.04,28.85,107Y12M
A6412-D8,A6412-D8-881,A6412-1543-00,100,2.48,24594.73,32.48,10.19,22.29,218.75,107Y12M
A6412-D8,A6412-D8-885,A6412-1549-00,92.96,2.77,44258,33.66,14.15,19.51,137.93,107Y12M
A6412-D8,A6412-D8-890,A6412-1557-00,97.42,2.88,56300.85,35.82,17.38,18.44,106.12,107Y12M
A6412-D8,A6412-D8-897,A6412-1576-00,98.21,2.2,56176.85,34.55,10.3,24.24,235.29,107Y12M
A6412-D8,A6412-D8-906,A6412-1582-00,91.53,2.97,20081.05,36.14,13.25,22.89,172.73,107Y12M
A6412-D8,A6412-D8-906,A6412-1598-00,88.64,2.9,50219.59,33.87,18.28,15.59,85.29,107Y12M
A6412-D8,A6412-D8-917,A6412-1606-00,109.76,2.46,31482.75,54.95,21.62,33.33,154.17,107Y12M
A6412-D8,A6412-D8-917,A6412-1617-00,108.57,2.67,37193.45,40.38,19.23,21.15,110,107Y12M
A6412-D8,A6412-D8-918,A6412-1613-00,78.57,2.7,32622.59,30.43,18.26,12.17,66.67,107Y12M
A6412-D8,A6412-D8-922,A6412-1625-00,101.56,2.46,72121.17,38.71,18.64,20.07,107.69,107Y12M
A6412-D8,A6412-D8-925,A6412-1635-00,95.38,2.62,65745.42,37.4,17.89,19.51,109.09,107Y12M
A6412-D9,A6412-D9-876,A6412-1509-00,85.11,2.81,66134.88,26.09,8.7,17.39,200,107Y12M
A6412-D9,A6412-D9-876,A6412-1518-00,105.08,2.42,24383.41,42.35,15.29,27.06,176.92,107Y12M
A6412-D9,A6412-D9-876,A6412-1519-00,81.25,2.52,10159.73,52.63,44.74,7.89,17.65,107Y12M
A6412-D9,A6412-D9-876,A6412-1541-00,85.37,2.71,46985.52,33.33,22.81,10.53,46.15,107Y12M
A6412-D9,A6412-D9-876,A6412-1550-00,88.24,2.67,21620.25,39.13,26.09,13.04,50,107Y12M
A6412-D9,A6412-D9-883,A6412-1522-00,121.57,2.4,17164.57,20.21,5.32,14.89,280,107Y12M
A6412-D9,A6412-D9-883,A6412-1533-00,93.18,2.3,19815.19,34.21,11.05,23.16,209.52,107Y12M
A6412-D9,A6412-D9-883,A6412-1558-00,100,2,955.71,27.27,0,27.27,0,107Y12M
A6412-D9,A6412-D9-896,A6412-1562-00,100,3.08,26842.44,50.94,27.04,23.9,88.37,107Y12M
A6412-D9,A6412-D9-896,A6412-1593-00,101.35,2.81,36874.51,40.57,29.25,11.32,38.71,107Y12M
A6412-D9,A6412-D9-914,A6412-1591-00,87.27,2.78,33979.3,51.47,25,26.47,105.88,107Y12M
A6412-D9,A6412-D9-914,A6412-1604-00,74.34,2.53,27665.53,42.75,21.01,21.74,103.45,107Y12M
A6412-D9,A6412-D9-914,A6412-1622-00,72.09,2.96,26576.34,48,28,20,71.43,107Y12M
A6412-D9,A6412-D9-915,A6412-1584-00,109.41,2.87,23358.06,53.45,25,28.45,113.79,107Y12M
A6412-D9,A6412-D9-915,A6412-1611-00,88.37,2.7,18416.51,58.82,23.53,35.29,150,107Y12M
A6412-D9,A6412-D9-915,A6412-1626-00,102.63,2.48,15644.63,37.5,14.29,23.21,162.5,107Y12M
A6412-D9,A6412-D9-928,A6412-1637-00,90.76,2.62,71420.41,34.48,20.31,14.18,69.81,107Y12M
A6412-D9,A6412-D9-933,A6412-1646-00,123.53,2.62,27147.44,42.06,16.82,25.23,150,107Y12M
A6412-D9,A6412-D9-933,A6412-1658-00,106.8,2.34,42967.06,42,23.33,18.67,80,107Y12M
A6412-D9,A6412-D9-936,A6412-1657-00,92.31,2.8,45326.98,33.33,23.11,10.22,44.23,107Y12M
A6412-E0,A6412-E0-877,A6412-1530-00,90.32,2.6,57047.24,34.09,24.24,9.85,40.63,107Y12M
A6412-E0,A6412-E0-893,A6412-1555-00,83.1,2.83,41055.41,20.37,15.74,4.63,29.41,107Y12M
A6412-E0,A6412-E0-893,A6412-1565-00,119.44,3.16,66005.3,23.44,13.28,10.16,76.47,107Y12M
A6412-E0,A6412-E0-893,A6412-1578-00,106.25,3.47,41670.51,55.29,28.24,27.06,95.83,107Y12M
A6412-E0,A6412-E0-905,A6412-1574-00,106.15,2.73,32030.45,65.43,20.99,44.44,211.76,107Y12M
A6412-E0,A6412-E0-905,A6412-1603-00,126.36,3.04,70311.16,27.51,14.85,12.66,85.29,107Y12M
A6412-E0,A6412-E0-910,A6412-1602-00,100,2.57,9303.93,37.42,24.84,12.58,50.65,107Y12M
A6412-E0,A6412-E0-911,A6412-1592-00,94.44,2.88,32790.79,46.85,11.19,35.66,318.75,107Y12M
A6412-E0,A6412-E0-911,A6412-1612-00,103.88,2.73,45889.56,24.26,8.88,15.38,173.33,107Y12M
A6412-E0,A6412-E0-921,A6412-1610-00,100,2.98,43706.23,37.39,13.04,24.35,186.67,107Y12M
A6412-E0,A6412-E0-921,A6412-1629-00,112.79,3.05,43882.64,44.09,18.11,25.98,143.48,107Y12M
A6412-E0,A6412-E0-926,A6412-1620-00,104.88,3.23,47106.77,37.7,22.95,14.75,64.29,107Y12M
A6412-E0,A6412-E0-926,A6412-1627-00,93.55,2.4,28447.21,27.66,6.38,21.28,333.33,107Y12M
A6412-E0,A6412-E0-926,A6412-1640-00,106.67,2.91,46281.01,16.25,3.75,12.5,333.33,107Y12M
A6412-E0,A6412-E0-926,A6412-1648-00,128.57,2.91,12618.28,45.45,18.18,27.27,150,107Y12M
A6412-E0,A6412-E0-932,A6412-1650-00,82.47,2.78,30201.37,47.89,20.53,27.37,133.33,107Y12M
A6412-E1,A6412-E1-869,A6412-1523-00,95.1,2.66,11912.31,25.68,14.41,11.26,78.13,107Y12M
A6412-E1,A6412-E1-889,A6412-1556-00,104.96,2.47,25329.66,24.03,14.59,9.44,64.71,107Y12M
A6412-E1,A6412-E1-901,A6412-1564-00,104.83,2.48,24201.57,25.85,13.98,11.86,84.85,107Y12M
A6412-E1,A6412-E1-901,A6412-1605-00,100,2.54,24754.15,26.49,19.46,7.03,36.11,107Y12M
A6412-E1,A6412-E1-908,A6412-1597-00,97.31,2.43,4007.51,35.38,22.46,12.92,57.53,107Y12M
A6412-E1,A6412-E1-912,A6412-1583-00,89.66,2.68,29127.26,20.88,15.38,5.49,35.71,107Y12M
A6412-E1,A6412-E1-912,A6412-1609-00,111.68,2.66,23743.71,29.46,22.77,6.7,29.41,107Y12M
A6412-E1,A6412-E1-931,A6412-1645-00,115.48,2.51,19906.89,21.45,13.09,8.36,63.89,107Y12M
A6412-E1,A6412-E1-948,A6412-1691-00,107.83,3,16633.87,38.55,24.9,13.65,54.84,107Y12M
A6412-E2,A6412-E2-895,A6412-1570-00,81.34,2.67,35985.63,29.95,11.76,18.18,154.55,107Y12M
A6412-E2,A6412-E2-900,A6412-1569-00,83.87,2.38,23163.18,46.15,10.26,35.9,350,107Y12M
A6412-E2,A6412-E2-900,A6412-1585-00,93.02,2.37,47148.97,39.5,10.92,28.57,261.54,107Y12M
A6412-E2,A6412-E2-900,A6412-1595-00,81.08,2.39,31502.41,36.73,16.33,20.41,125,107Y12M
