CODE2,CODE1,CODEBASE,H_CNT,H_BED,H_SRVP,H_SRVB,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,醫療院所家數,醫療院所床數,醫療院所平均每家服務人數,醫療院所平均每千人擁有病床數,資料時間
"A6419-35","A6419-35-216","A6419-0620-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-216","A6419-0632-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-216","A6419-0639-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-216","A6419-0648-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-216","A6419-0652-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-220","A6419-0627-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-220","A6419-0650-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-227","A6419-0642-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-227","A6419-0658-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-228","A6419-0654-00",0,0,0.00,0.00,"107Y12M"
"A6419-35","A6419-35-228","A6419-0660-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-173","A6419-0520-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-174","A6419-0516-00",1,0,80.00,0.00,"107Y12M"
"A6419-36","A6419-36-174","A6419-0525-00",1,2,207.00,9.66,"107Y12M"
"A6419-36","A6419-36-196","A6419-0562-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-196","A6419-0566-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-196","A6419-0572-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-196","A6419-0594-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-226","A6419-0592-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-226","A6419-0623-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-226","A6419-0676-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-226","A6419-0677-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-226","A6419-0692-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-244","A6419-0688-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-244","A6419-0690-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-246","A6419-0693-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-246","A6419-0696-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-251","A6419-0703-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-251","A6419-0710-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-253","A6419-0707-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-253","A6419-0717-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-253","A6419-0719-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-257","A6419-0720-00",0,0,0.00,0.00,"107Y12M"
"A6419-36","A6419-36-257","A6419-0721-00",0,0,0.00,0.00,"107Y12M"
"A6419-37","A6419-37-222","A6419-0643-00",1,266,4.00,66500.00,"107Y12M"
"A6419-37","A6419-37-223","A6419-0644-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-208","A6419-0604-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-219","A6419-0640-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-225","A6419-0625-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-225","A6419-0628-00",1,0,61.00,0.00,"107Y12M"
"A6419-38","A6419-38-225","A6419-0656-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-230","A6419-0653-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-230","A6419-0669-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-231","A6419-0664-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-234","A6419-0663-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-234","A6419-0674-00",0,0,0.00,0.00,"107Y12M"
"A6419-38","A6419-38-237","A6419-0678-00",0,0,0.00,0.00,"107Y12M"
"A6419-39","A6419-39-229","A6419-0655-00",3,66,50.33,437.09,"107Y12M"
"A6419-39","A6419-39-229","A6419-0662-00",0,0,0.00,0.00,"107Y12M"
"A6419-39","A6419-39-229","A6419-0675-00",1,31,34.00,911.76,"107Y12M"
"A6419-39","A6419-39-236","A6419-0672-00",2,1,545.00,0.92,"107Y12M"
"A6419-39","A6419-39-242","A6419-0673-00",0,0,0.00,0.00,"107Y12M"
"A6419-39","A6419-39-242","A6419-0695-00",0,0,0.00,0.00,"107Y12M"
"A6419-39","A6419-39-245","A6419-0691-00",0,0,0.00,0.00,"107Y12M"
"A6419-39","A6419-39-247","A6419-0697-00",0,0,0.00,0.00,"107Y12M"
"A6419-40","A6419-40-241","A6419-0685-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-238","A6419-0657-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-238","A6419-0683-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-240","A6419-0680-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-240","A6419-0682-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-240","A6419-0684-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-243","A6419-0681-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-243","A6419-0686-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-248","A6419-0701-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-248","A6419-0705-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-249","A6419-0698-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-249","A6419-0706-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-249","A6419-0709-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-252","A6419-0699-00",1,0,111.00,0.00,"107Y12M"
"A6419-41","A6419-41-252","A6419-0708-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-252","A6419-0718-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-252","A6419-0722-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-256","A6419-0712-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-256","A6419-0715-00",0,0,0.00,0.00,"107Y12M"
"A6419-41","A6419-41-256","A6419-0716-00",0,0,0.00,0.00,"107Y12M"
"A6419-42","A6419-42-254","A6419-0711-00",0,0,0.00,0.00,"107Y12M"
"A6419-42","A6419-42-254","A6419-0714-00",0,0,0.00,0.00,"107Y12M"
"A6419-43","A6419-43-261","A6419-0466-00",0,0,0.00,0.00,"107Y12M"
"A6419-43","A6419-43-261","A6419-0466-01",0,0,0.00,0.00,"107Y12M"
"A6419-43","A6419-43-261","A6419-0702-00",0,0,0.00,0.00,"107Y12M"
"A6419-43","A6419-43-278","A6419-0768-00",0,0,0.00,0.00,"107Y12M"
"A6419-44","A6419-44-262","A6419-0734-00",0,0,0.00,0.00,"107Y12M"
"A6419-44","A6419-44-262","A6419-0736-00",0,0,0.00,0.00,"107Y12M"
"A6419-44","A6419-44-262","A6419-0737-00",0,0,0.00,0.00,"107Y12M"
"A6419-45","A6419-45-268","A6419-0749-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-258","A6419-0726-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-259","A6419-0725-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-259","A6419-0727-00",1,28,198.00,141.41,"107Y12M"
"A6419-46","A6419-46-259","A6419-0728-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-260","A6419-0723-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-260","A6419-0724-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-260","A6419-0729-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-260","A6419-0732-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-263","A6419-0730-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-263","A6419-0746-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-266","A6419-0731-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-266","A6419-0742-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-266","A6419-0747-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-267","A6419-0744-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-267","A6419-0748-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-269","A6419-0740-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-269","A6419-0745-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-269","A6419-0756-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-269","A6419-0758-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-276","A6419-0761-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-276","A6419-0767-00",0,0,0.00,0.00,"107Y12M"
"A6419-46","A6419-46-279","A6419-0769-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-255","A6419-0713-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-264","A6419-0733-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-264","A6419-0741-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-265","A6419-0735-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-265","A6419-0738-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-265","A6419-0739-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-271","A6419-0751-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-271","A6419-0754-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-272","A6419-0753-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-272","A6419-0755-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-272","A6419-0759-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-273","A6419-0760-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-275","A6419-0763-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-277","A6419-0743-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-277","A6419-0750-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-277","A6419-0757-00",1,15,99.00,151.52,"107Y12M"
"A6419-47","A6419-47-277","A6419-0766-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-277","A6419-0790-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-277","A6419-0809-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-280","A6419-0764-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-280","A6419-0778-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-280","A6419-0780-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-281","A6419-0771-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-289","A6419-0784-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-291","A6419-0782-00",0,0,0.00,0.00,"107Y12M"
"A6419-47","A6419-47-291","A6419-0791-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-270","A6419-0752-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-274","A6419-0762-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-282","A6419-0765-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-282","A6419-0770-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-282","A6419-0772-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-282","A6419-0783-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-283","A6419-0774-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-286","A6419-0777-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-288","A6419-0781-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-290","A6419-0785-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-294","A6419-0788-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-294","A6419-0802-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-297","A6419-0806-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-297","A6419-0815-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-297","A6419-0816-00",0,0,0.00,0.00,"107Y12M"
"A6419-48","A6419-48-297","A6419-0821-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-284","A6419-0773-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-284","A6419-0776-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-285","A6419-0775-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-287","A6419-0779-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-292","A6419-0786-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-292","A6419-0789-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-292","A6419-0792-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-292","A6419-0800-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0787-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0793-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0794-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0795-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0797-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0799-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0803-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-293","A6419-0804-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-295","A6419-0796-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-295","A6419-0798-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-295","A6419-0801-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-295","A6419-0805-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-296","A6419-0807-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-296","A6419-0810-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-296","A6419-0812-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-296","A6419-0813-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-296","A6419-0814-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0808-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0811-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0817-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0818-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0819-00",0,0,0.00,0.00,"107Y12M"
"A6419-49","A6419-49-298","A6419-0820-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0001-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0002-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0003-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0004-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0005-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0016-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0021-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-002","A6420-0046-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-003","A6420-0010-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-003","A6420-0017-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-004","A6420-0011-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-006","A6420-0013-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-006","A6420-0019-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-007","A6420-0009-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-007","A6420-0022-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-009","A6420-0015-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-009","A6420-0026-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-010","A6420-0024-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-010","A6420-0040-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-012","A6420-0025-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-012","A6420-0039-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-017","A6420-0036-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-026","A6420-0063-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-026","A6420-0064-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-026","A6420-0075-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-026","A6420-0079-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-026","A6420-0082-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-036","A6420-0091-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-036","A6420-0111-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-036","A6420-0136-00",0,0,0.00,0.00,"107Y12M"
"A6420-01","A6420-01-036","A6420-0141-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0014-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0020-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0037-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0048-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0058-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0081-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-013","A6420-0083-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-015","A6420-0027-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-015","A6420-0034-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-016","A6420-0030-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-016","A6420-0038-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-016","A6420-0041-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-020","A6420-0032-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-020","A6420-0051-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-020","A6420-0056-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-020","A6420-0060-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-022","A6420-0043-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-022","A6420-0044-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-022","A6420-0045-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-022","A6420-0055-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-025","A6420-0059-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-025","A6420-0062-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-027","A6420-0066-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-027","A6420-0074-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-027","A6420-0090-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-032","A6420-0087-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-034","A6420-0084-00",0,0,0.00,0.00,"107Y12M"
"A6420-02","A6420-02-034","A6420-0094-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-001","A6420-0008-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-005","A6420-0012-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-008","A6420-0018-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-011","A6420-0023-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-011","A6420-0029-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-014","A6420-0031-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-023","A6420-0052-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-023","A6420-0054-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-024","A6420-0050-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-024","A6420-0067-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-029","A6420-0070-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-029","A6420-0073-00",1,0,266.00,0.00,"107Y12M"
"A6420-03","A6420-03-029","A6420-0085-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-039","A6420-0095-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-039","A6420-0110-00",0,0,0.00,0.00,"107Y12M"
"A6420-03","A6420-03-039","A6420-0115-00",0,0,0.00,0.00,"107Y12M"
"A6420-04","A6420-04-037","A6420-0086-00",0,0,0.00,0.00,"107Y12M"
"A6420-04","A6420-04-037","A6420-0104-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-021","A6420-0042-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-021","A6420-0049-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-021","A6420-0061-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-021","A6420-0065-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-028","A6420-0068-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-028","A6420-0072-00",1,0,39.00,0.00,"107Y12M"
"A6420-05","A6420-05-028","A6420-0080-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-030","A6420-0076-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-030","A6420-0077-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-031","A6420-0078-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-035","A6420-0089-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-035","A6420-0098-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-035","A6420-0099-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-038","A6420-0092-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-038","A6420-0093-00",1,2,273.00,7.33,"107Y12M"
"A6420-05","A6420-05-038","A6420-0100-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-038","A6420-0101-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-038","A6420-0105-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-043","A6420-0109-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-043","A6420-0117-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-043","A6420-0118-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0103-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0108-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0116-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0124-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0126-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-044","A6420-0132-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-049","A6420-0135-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-049","A6420-0137-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-049","A6420-0146-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-049","A6420-0150-00",0,0,0.00,0.00,"107Y12M"
"A6420-05","A6420-05-049","A6420-0157-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-041","A6420-0112-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-042","A6420-0113-00",1,8,568.00,14.08,"107Y12M"
"A6420-06","A6420-06-045","A6420-0121-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-046","A6420-0134-00",4,9,47.00,47.87,"107Y12M"
"A6420-06","A6420-06-046","A6420-0145-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-046","A6420-0152-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0123-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0128-00",1,2,113.00,17.70,"107Y12M"
"A6420-06","A6420-06-047","A6420-0129-00",2,59,36.00,819.44,"107Y12M"
"A6420-06","A6420-06-047","A6420-0130-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0133-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0140-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0143-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-047","A6420-0144-00",1,2,40.00,50.00,"107Y12M"
"A6420-06","A6420-06-051","A6420-0154-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-052","A6420-0155-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-052","A6420-0159-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-052","A6420-0171-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-054","A6420-0156-00",1,2,101.00,19.80,"107Y12M"
"A6420-06","A6420-06-054","A6420-0163-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-054","A6420-0167-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-054","A6420-0168-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-060","A6420-0174-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-060","A6420-0178-00",0,0,0.00,0.00,"107Y12M"
"A6420-06","A6420-06-060","A6420-0183-00",0,0,0.00,0.00,"107Y12M"
"A6420-07","A6420-07-061","A6420-0158-00",0,0,0.00,0.00,"107Y12M"
